complaint_id,customer_id,complaint_date,category,severity,status,resolution_days
CP489,C10326,2026-02-06,Technical,High,Resolved,12
CP490,C10185,2026-01-19,Technical,Low,Pending,27
CP491,C10460,2025-12-04,Service,Low,Open,26
CP492,C10798,2025-06-22,Service,Low,Open,24
CP493,C10577,2025-10-29,Technical,Medium,Resolved,19
CP494,C10699,2025-04-07,Technical,Medium,Resolved,11
CP495,C10345,2026-07-10,Account,Medium,Pending,16
CP496,C10889,2026-05-13,Pricing,Medium,Resolved,15
CP497,C10120,2025-09-29,Delivery,Low,Resolved,13
CP498,C10612,2026-03-28,Account,High,Resolved,24
CP499,C10220,2026-08-26,Account,Medium,Open,20
CP500,C10792,2025-11-22,Payment,Low,Open,24
CP501,C10011,2025-12-25,Service,Medium,Resolved,14
CP502,C10570,2025-09-02,Payment,High,Resolved,13
CP503,C10838,2026-01-13,Payment,Medium,Pending,16
CP504,C10407,2026-02-16,Pricing,Low,Resolved,4
CP505,C10153,2025-09-02,Technical,Low,Resolved,25
CP506,C10683,2026-05-12,Technical,Low,Resolved,29
CP507,C10914,2025-08-17,Delivery,Low,Pending,6
CP508,C10297,2025-05-26,Account,Medium,Open,22
CP509,C10923,2025-09-15,Account,High,Resolved,22
CP510,C10549,2025-12-19,Pricing,Low,Pending,21
CP511,C10958,2025-10-08,Account,Low,Resolved,10
CP512,C10775,2025-01-03,Pricing,Medium,Resolved,29
CP513,C10110,2025-11-03,Pricing,Low,Resolved,16
CP514,C10349,2025-07-12,Account,Medium,Resolved,3
CP515,C10654,2025-03-28,Service,Medium,Resolved,3
CP516,C10398,2025-11-20,Account,Medium,Open,24
CP517,C10758,2025-12-02,Account,Medium,Open,8
CP518,C10954,2025-12-13,Pricing,Low,Resolved,10
CP519,C10757,2025-07-19,Service,High,Open,12
CP520,C10404,2025-05-25,Delivery,Medium,Resolved,2
CP521,C10422,2025-09-14,Payment,Low,Resolved,20
CP522,C10165,2026-08-05,Service,Low,Pending,5
CP523,C10381,2026-02-27,Pricing,Medium,Resolved,6
CP524,C10080,2025-08-04,Payment,Low,Resolved,17
CP525,C10466,2025-04-19,Payment,Low,Open,16
CP526,C10010,2025-04-26,Technical,Low,Resolved,20
CP527,C10341,2025-07-22,Technical,Low,Open,26
CP528,C10650,2025-11-12,Account,Medium,Open,15
CP529,C10193,2025-07-26,Pricing,Low,Resolved,22
CP530,C10224,2025-02-02,Delivery,Low,Resolved,17
CP531,C10105,2026-07-22,Account,Medium,Resolved,5
CP532,C10314,2026-05-17,Service,Medium,Resolved,4
CP533,C10067,2026-08-31,Payment,Low,Open,29
CP534,C10842,2026-05-26,Payment,Medium,Resolved,11
CP535,C10989,2026-04-10,Delivery,Low,Open,3
CP536,C10156,2025-11-30,Service,Medium,Open,19
CP537,C10230,2025-08-07,Account,Medium,Pending,15
CP538,C10385,2025-09-21,Payment,Medium,Resolved,2
CP539,C10339,2025-12-09,Account,Low,Resolved,11
CP540,C10827,2026-02-23,Service,Low,Resolved,13
CP541,C10477,2025-04-24,Payment,Low,Pending,8
CP542,C10019,2026-06-03,Account,Low,Open,16
CP543,C10864,2026-08-22,Payment,Low,Resolved,2
CP544,C10861,2025-04-06,Delivery,Low,Resolved,8
CP545,C10719,2025-04-22,Delivery,Medium,Resolved,2
CP546,C10961,2026-01-14,Payment,High,Open,21
CP547,C10344,2025-12-28,Technical,Low,Open,7
CP548,C10703,2025-07-05,Pricing,Low,Resolved,5
CP549,C10089,2025-05-06,Delivery,Medium,Resolved,16
CP550,C10957,2025-05-13,Payment,Medium,Open,1
CP551,C10235,2025-09-02,Payment,Medium,Resolved,24
CP552,C10920,2025-12-20,Delivery,Medium,Open,2
CP553,C10064,2025-03-31,Account,Low,Resolved,5
CP554,C10473,2026-04-03,Pricing,Medium,Resolved,14
CP555,C10412,2025-08-30,Account,Medium,Open,8
CP556,C10040,2025-05-24,Payment,Medium,Open,6
CP557,C10329,2025-10-20,Service,Medium,Pending,20
CP558,C10457,2025-11-12,Account,Medium,Resolved,18
CP559,C10149,2025-10-04,Payment,High,Resolved,23
CP560,C10143,2026-08-31,Payment,Low,Resolved,16
CP561,C10657,2026-07-01,Service,Medium,Open,26
CP562,C10127,2026-06-25,Technical,Medium,Resolved,7
CP563,C10384,2025-08-11,Payment,Low,Open,8
CP564,C10904,2026-07-19,Delivery,Low,Resolved,24
CP565,C10441,2026-07-09,Account,Low,Resolved,27
CP566,C10492,2025-11-14,Delivery,High,Open,25
CP567,C10175,2025-09-30,Pricing,Medium,Resolved,24
CP568,C10731,2025-04-10,Pricing,Low,Resolved,6
CP569,C10510,2025-10-25,Service,Low,Resolved,23
CP570,C10728,2025-06-09,Payment,Medium,Open,14
CP571,C10488,2025-07-28,Payment,Medium,Pending,18
CP572,C10269,2026-01-20,Service,Low,Pending,27
CP573,C10344,2025-01-23,Account,Medium,Resolved,7
CP574,C10197,2026-05-19,Service,Low,Resolved,21
CP575,C10641,2026-05-01,Pricing,Low,Pending,14
CP576,C10138,2025-08-27,Account,High,Resolved,3
CP577,C10081,2026-08-15,Service,Medium,Resolved,4
CP578,C10608,2025-07-30,Pricing,Low,Resolved,23
CP579,C10755,2026-08-20,Payment,Low,Open,22
CP580,C10115,2026-03-22,Payment,Low,Pending,2
CP581,C10419,2026-04-05,Technical,Low,Pending,13
CP582,C10817,2025-07-10,Payment,Low,Open,4
CP583,C10565,2025-07-08,Payment,Low,Resolved,20
CP584,C10691,2026-02-22,Delivery,Medium,Pending,27
CP585,C10899,2026-08-11,Delivery,High,Resolved,13
CP586,C10366,2026-02-18,Payment,Medium,Resolved,6
CP587,C10670,2026-08-24,Pricing,Medium,Resolved,4
CP588,C10964,2025-08-29,Payment,Low,Pending,30
CP589,C10743,2025-12-26,Technical,Medium,Resolved,9
CP590,C10635,2025-03-12,Service,Low,Resolved,4
CP591,C10860,2025-12-25,Delivery,Medium,Resolved,7
CP592,C10543,2025-03-11,Payment,Low,Open,10
CP593,C10409,2025-12-08,Service,High,Resolved,8
CP594,C10857,2025-08-16,Service,Medium,Pending,24
CP595,C10571,2025-07-20,Technical,Low,Open,30
CP596,C10049,2026-05-07,Delivery,High,Open,26
CP597,C10265,2025-11-30,Pricing,Low,Resolved,12
CP598,C10170,2025-11-07,Account,Low,Resolved,18
CP599,C10118,2026-08-18,Payment,High,Resolved,13
CP600,C10066,2025-03-24,Account,Low,Resolved,6
CP601,C10230,2026-07-06,Payment,Low,Resolved,24
CP602,C10049,2025-11-11,Technical,Low,Resolved,15
CP603,C10339,2026-02-27,Service,Low,Resolved,13
CP604,C10159,2026-08-12,Pricing,Medium,Open,19
CP605,C10973,2025-03-05,Delivery,Medium,Pending,16
CP606,C10658,2026-02-12,Pricing,Low,Open,17
CP607,C10043,2025-02-22,Account,Low,Resolved,4
CP608,C10085,2025-10-22,Delivery,Low,Resolved,15
CP609,C10938,2025-06-30,Delivery,Low,Open,18
CP610,C10903,2026-03-26,Account,Medium,Pending,27
CP611,C10195,2026-02-19,Pricing,Medium,Open,11
CP612,C10554,2026-06-13,Payment,Medium,Resolved,28
CP613,C10564,2025-12-19,Account,Low,Resolved,6
CP614,C10290,2025-03-21,Account,Medium,Pending,8
CP615,C10437,2025-02-25,Technical,Low,Resolved,6
CP616,C10391,2026-01-09,Payment,High,Resolved,6
CP617,C10361,2025-02-04,Service,Low,Resolved,23
CP618,C10344,2025-09-26,Technical,Low,Resolved,3
CP619,C10655,2026-06-07,Payment,Low,Open,8
CP620,C10361,2025-10-25,Service,Low,Resolved,27
CP621,C10383,2025-10-21,Pricing,Medium,Open,1
CP622,C10428,2025-09-27,Account,Low,Pending,29
CP623,C10151,2025-06-23,Pricing,Low,Open,18
CP624,C10861,2025-08-11,Delivery,Low,Pending,14
CP625,C10132,2025-04-22,Technical,High,Resolved,16
CP626,C10117,2026-04-20,Account,Low,Resolved,24
CP627,C10463,2025-08-25,Service,Low,Resolved,28
CP628,C10432,2025-08-11,Service,Low,Resolved,22
CP629,C10172,2025-09-15,Payment,Low,Resolved,10
CP630,C10826,2025-11-15,Pricing,High,Resolved,3
CP631,C10551,2026-08-27,Delivery,High,Pending,10
CP632,C10218,2025-08-14,Service,Low,Open,7
CP633,C10965,2025-05-01,Account,High,Open,27
CP634,C10284,2025-02-05,Pricing,Low,Open,6
CP635,C10238,2026-03-11,Technical,High,Resolved,9
CP636,C10292,2025-08-04,Pricing,Low,Resolved,24
CP637,C10916,2026-05-02,Payment,High,Resolved,8
CP638,C10549,2025-03-31,Payment,High,Resolved,15
CP639,C10377,2025-06-21,Account,Low,Resolved,9
CP640,C10563,2025-12-01,Service,High,Open,1
CP641,C10610,2025-01-08,Delivery,Low,Pending,29
CP642,C10865,2026-01-17,Delivery,High,Pending,28
CP643,C10689,2025-07-28,Service,Medium,Pending,16
CP644,C10430,2025-12-26,Account,Low,Resolved,10
CP645,C10738,2025-03-22,Pricing,Medium,Resolved,19
CP646,C10268,2025-10-09,Account,Low,Pending,25
CP647,C10113,2025-03-12,Delivery,Medium,Resolved,26
CP648,C10334,2025-10-10,Pricing,Low,Resolved,17
CP649,C10618,2026-05-11,Payment,Low,Resolved,27
CP650,C10900,2025-08-01,Service,Medium,Resolved,26
CP651,C10511,2025-03-10,Pricing,Low,Resolved,3
CP652,C10385,2025-09-28,Payment,Low,Open,18
CP653,C10814,2025-08-28,Pricing,Medium,Resolved,12
CP654,C10206,2025-09-18,Technical,Low,Open,23
CP655,C10165,2026-07-12,Payment,Medium,Pending,1
CP656,C10164,2026-04-07,Delivery,High,Resolved,16
CP657,C10189,2025-04-15,Pricing,Medium,Resolved,15
CP658,C10148,2026-06-12,Technical,Low,Resolved,4
CP659,C10051,2025-12-28,Pricing,High,Resolved,27
CP660,C10045,2025-01-19,Technical,Low,Resolved,9
CP661,C10572,2026-02-18,Pricing,Low,Pending,1
CP662,C10504,2025-01-10,Payment,Low,Resolved,30
CP663,C10985,2025-03-11,Payment,Medium,Resolved,21
CP664,C10498,2025-08-03,Pricing,Low,Resolved,17
CP665,C10279,2025-02-25,Payment,Low,Resolved,28
CP666,C10905,2025-02-13,Account,Low,Resolved,8
CP667,C10267,2025-07-15,Delivery,Medium,Open,2
CP668,C10118,2026-08-17,Pricing,Low,Open,5
CP669,C10259,2025-04-06,Technical,Medium,Resolved,23
CP670,C10240,2025-04-08,Account,Low,Pending,17
CP671,C10067,2025-01-24,Account,Low,Resolved,13
CP672,C10434,2026-07-22,Technical,Low,Resolved,11
CP673,C10321,2025-05-11,Payment,Medium,Pending,15
CP674,C10527,2025-09-03,Service,Low,Resolved,7
CP675,C10552,2025-07-01,Pricing,Medium,Resolved,16
CP676,C10661,2025-10-09,Pricing,Low,Resolved,18
CP677,C10162,2026-01-10,Payment,Low,Resolved,12
CP678,C10734,2025-05-07,Account,Medium,Pending,29
CP679,C10721,2025-07-11,Service,Medium,Resolved,22
CP680,C10814,2025-06-01,Delivery,Medium,Open,25
CP681,C10844,2025-12-01,Pricing,Low,Resolved,9
CP682,C10204,2025-03-07,Delivery,High,Open,23
CP683,C10101,2025-08-22,Account,Low,Resolved,28
CP684,C10763,2026-08-03,Pricing,Low,Resolved,20
CP685,C10270,2025-02-15,Delivery,Low,Open,25
CP686,C10473,2025-12-16,Payment,Low,Open,17
CP687,C10867,2026-05-17,Technical,Low,Open,29
CP688,C10940,2025-01-18,Payment,High,Resolved,12
CP689,C10488,2026-07-30,Service,Low,Pending,9
CP690,C10951,2025-12-12,Pricing,Low,Resolved,6
CP691,C10807,2025-03-28,Technical,Low,Resolved,1
CP692,C10841,2025-12-10,Pricing,Medium,Open,17
CP693,C10475,2025-05-13,Technical,Medium,Open,16
CP694,C10159,2025-08-04,Pricing,Low,Resolved,30
CP695,C10482,2025-12-08,Service,Low,Resolved,14
CP696,C10051,2025-01-02,Delivery,High,Resolved,19
CP697,C10216,2025-08-29,Pricing,High,Resolved,26
CP698,C10046,2025-08-21,Pricing,Low,Resolved,18
CP699,C10068,2025-06-16,Service,Medium,Pending,23
CP700,C10164,2025-01-07,Account,Medium,Resolved,30
CP701,C10234,2026-05-26,Technical,Medium,Open,5
CP702,C10168,2026-06-24,Payment,Low,Resolved,1
CP703,C10662,2025-10-07,Service,Low,Open,28
CP704,C10048,2026-06-18,Pricing,Medium,Open,21
CP705,C10463,2025-07-26,Technical,Low,Resolved,19
CP706,C10949,2026-02-07,Technical,High,Resolved,19
CP707,C10253,2025-12-31,Technical,Medium,Open,26
CP708,C10911,2026-08-22,Account,Low,Open,4
CP709,C10009,2026-08-30,Service,Low,Open,17
CP710,C10377,2025-12-24,Account,Low,Resolved,2
CP711,C10883,2026-06-08,Account,Medium,Resolved,22
CP712,C10980,2026-06-06,Account,Low,Resolved,21
CP713,C10024,2025-05-17,Payment,Medium,Pending,10
CP714,C10852,2025-07-01,Delivery,High,Open,6
CP715,C10245,2026-03-30,Pricing,Low,Resolved,6
CP716,C10643,2025-08-22,Service,Low,Resolved,23
CP717,C10635,2026-05-12,Delivery,Low,Pending,11
CP718,C10743,2025-12-25,Delivery,Low,Open,24
CP719,C10213,2025-01-24,Delivery,Medium,Resolved,3
CP720,C10302,2025-05-20,Service,Medium,Resolved,21
CP721,C10298,2025-02-01,Service,Medium,Resolved,28
CP722,C10581,2025-05-20,Delivery,Medium,Open,29
CP723,C10881,2025-07-02,Account,Low,Pending,3
CP724,C10886,2025-11-02,Account,High,Resolved,15
CP725,C10075,2025-07-09,Pricing,Low,Resolved,28
CP726,C10163,2026-08-30,Account,Medium,Resolved,6
CP727,C10274,2026-06-14,Service,Low,Open,5
CP728,C10898,2026-03-05,Service,Low,Pending,8
CP729,C10669,2025-06-24,Account,High,Resolved,11
CP730,C10715,2026-02-15,Technical,Low,Resolved,17
CP731,C10714,2025-03-21,Technical,Medium,Resolved,16
CP732,C10576,2026-08-30,Delivery,Low,Open,5
CP733,C10380,2026-03-04,Payment,Low,Resolved,14
CP734,C10548,2025-02-28,Service,Low,Resolved,2
CP735,C10315,2026-04-02,Account,Low,Resolved,18
CP736,C10693,2025-04-22,Service,Low,Resolved,11
CP737,C10728,2025-01-03,Service,Medium,Pending,22
CP738,C10723,2026-06-18,Pricing,High,Resolved,23
CP739,C10330,2026-04-13,Delivery,High,Open,11
CP740,C10146,2025-02-14,Delivery,Medium,Pending,21
CP741,C10993,2026-01-22,Pricing,Medium,Open,3
CP742,C10525,2025-10-20,Delivery,Medium,Resolved,20
CP743,C10103,2025-11-01,Pricing,Low,Pending,10
CP744,C10516,2026-04-15,Pricing,High,Open,24
CP745,C10820,2025-07-11,Technical,Medium,Resolved,24
CP746,C10840,2025-09-28,Technical,Medium,Resolved,17
CP747,C10623,2025-05-18,Pricing,Medium,Resolved,22
CP748,C10654,2025-02-18,Account,Low,Open,27
CP749,C10677,2026-04-21,Service,Low,Open,14
CP750,C10137,2026-01-26,Pricing,Medium,Resolved,25
CP751,C10137,2025-06-09,Technical,Low,Resolved,20
CP752,C10876,2025-11-04,Technical,Low,Resolved,20
CP753,C10899,2025-05-03,Pricing,Medium,Open,10
CP754,C10548,2026-07-20,Account,High,Pending,8
CP755,C10042,2025-11-03,Technical,Medium,Pending,27
CP756,C10526,2025-02-16,Delivery,Medium,Resolved,16
CP757,C10874,2025-12-05,Pricing,Low,Open,29
CP758,C10518,2025-06-24,Payment,Low,Resolved,10
CP759,C10200,2025-07-05,Payment,Low,Open,16
CP760,C10545,2025-01-05,Service,Medium,Resolved,24
CP761,C10302,2026-02-05,Account,Low,Pending,26
CP762,C10265,2026-04-03,Technical,Low,Resolved,7
CP763,C10863,2026-04-09,Pricing,Low,Open,15
CP764,C10760,2025-01-25,Account,Low,Open,26
CP765,C10819,2026-02-09,Pricing,Low,Open,20
CP766,C10023,2026-07-25,Pricing,Medium,Open,27
CP767,C10599,2025-12-15,Delivery,Low,Resolved,4
CP768,C10957,2025-08-19,Payment,Low,Pending,21
CP769,C10591,2026-03-23,Payment,Medium,Resolved,10
CP770,C10399,2025-10-08,Pricing,Medium,Open,2
CP771,C10678,2025-12-27,Delivery,Low,Resolved,20
CP772,C10136,2025-09-22,Account,Medium,Resolved,26
CP773,C10621,2025-03-08,Payment,Low,Open,16
CP774,C10903,2025-12-03,Pricing,Low,Pending,27
CP775,C10350,2026-03-12,Service,Low,Open,26
CP776,C10610,2026-01-23,Payment,Medium,Resolved,8
CP777,C10430,2025-05-24,Service,Low,Resolved,12
CP778,C10447,2026-07-05,Service,Low,Resolved,12
CP779,C10615,2025-04-12,Service,Low,Resolved,25
CP780,C10902,2026-05-16,Technical,High,Resolved,8
CP781,C10458,2026-06-27,Technical,Low,Resolved,23
CP782,C10168,2025-03-17,Account,Medium,Resolved,1
CP783,C10968,2025-02-27,Service,Low,Pending,28
CP784,C10818,2025-01-30,Pricing,Low,Resolved,10
CP785,C10356,2025-06-15,Service,Medium,Open,8
CP786,C10094,2026-04-15,Technical,Low,Resolved,19
CP787,C10788,2025-01-20,Delivery,Low,Open,25
CP788,C10016,2026-02-11,Account,Low,Resolved,21
CP789,C10749,2025-03-16,Account,Medium,Resolved,23
CP790,C10112,2025-01-18,Pricing,Medium,Resolved,13
CP791,C10296,2026-08-31,Payment,Low,Open,11
CP792,C10000,2025-01-25,Delivery,Medium,Resolved,28
CP793,C10046,2026-05-23,Service,Medium,Resolved,3
CP794,C10249,2025-02-12,Service,Low,Resolved,28
CP795,C10128,2025-05-13,Technical,Medium,Open,18
CP796,C10563,2025-02-23,Payment,Medium,Open,10
CP797,C10876,2026-01-06,Account,High,Resolved,20
CP798,C10975,2025-07-28,Account,High,Open,5
CP799,C10200,2025-11-20,Pricing,High,Open,18
CP800,C10904,2025-11-07,Pricing,Low,Resolved,23
CP801,C10978,2026-02-21,Technical,Medium,Open,23
CP802,C10887,2026-07-28,Delivery,Low,Pending,10
CP803,C10454,2026-03-18,Payment,Low,Pending,22
CP804,C10879,2025-05-05,Delivery,Medium,Open,27
CP805,C10193,2025-08-10,Technical,Low,Resolved,27
CP806,C10215,2026-06-29,Pricing,Low,Resolved,2
CP807,C10875,2025-06-15,Service,Low,Resolved,26
CP808,C10234,2025-02-18,Technical,Medium,Resolved,4
CP809,C10118,2025-03-01,Account,Low,Open,13
CP810,C10755,2025-01-07,Pricing,Medium,Resolved,2
CP811,C10984,2025-09-16,Payment,Low,Pending,24
CP812,C10693,2026-05-25,Account,Low,Resolved,18
CP813,C10430,2026-08-30,Payment,Medium,Open,7
CP814,C10975,2025-12-29,Delivery,Low,Resolved,24
CP815,C10989,2025-05-11,Delivery,Low,Resolved,18
CP816,C10058,2025-09-10,Service,Medium,Resolved,7
CP817,C10027,2026-05-21,Account,Medium,Open,5
CP818,C10696,2026-06-16,Account,Medium,Resolved,21
CP819,C10367,2025-12-02,Technical,Medium,Open,20
CP820,C10110,2025-01-24,Technical,Medium,Open,21
CP821,C10862,2025-05-29,Delivery,Medium,Resolved,24
CP822,C10550,2025-06-25,Pricing,High,Open,5
CP823,C10071,2026-01-03,Pricing,High,Pending,24
CP824,C10348,2026-02-13,Service,Low,Open,25
CP825,C10552,2026-07-15,Pricing,Medium,Pending,4
CP826,C10528,2026-06-14,Technical,Medium,Open,26
CP827,C10467,2025-11-19,Service,Medium,Open,28
CP828,C10204,2025-07-14,Payment,Medium,Resolved,7
CP829,C10800,2025-11-04,Service,Medium,Pending,21
CP830,C10413,2026-04-20,Payment,Low,Resolved,16
CP831,C10229,2026-07-29,Payment,High,Pending,25
CP832,C10748,2026-03-28,Delivery,Medium,Resolved,26
CP833,C10639,2026-08-30,Pricing,High,Resolved,6
CP834,C10075,2025-02-01,Payment,Medium,Open,4
CP835,C10884,2025-01-03,Service,High,Resolved,4
CP836,C10524,2025-11-20,Account,Medium,Open,26
CP837,C10186,2026-08-24,Payment,Low,Resolved,19
CP838,C10570,2026-08-13,Pricing,Low,Resolved,17
CP839,C10500,2026-07-26,Delivery,Medium,Resolved,21
CP840,C10753,2026-07-15,Pricing,High,Resolved,2
CP841,C10688,2025-12-09,Delivery,Medium,Resolved,18
CP842,C10913,2026-08-07,Pricing,Low,Resolved,25
CP843,C10801,2025-01-02,Account,Medium,Resolved,29
CP844,C10838,2025-08-06,Payment,Medium,Resolved,12
CP845,C10272,2025-05-08,Account,Low,Pending,3
CP846,C10657,2025-09-03,Account,Medium,Resolved,26
CP847,C10366,2025-07-18,Delivery,High,Resolved,22
CP848,C10821,2025-12-14,Technical,Medium,Resolved,30
CP849,C10023,2026-04-27,Technical,High,Resolved,23
CP850,C10662,2025-02-24,Account,Low,Resolved,15
CP851,C10683,2025-11-03,Pricing,Low,Resolved,16
CP852,C10717,2026-08-14,Account,Low,Resolved,11
CP853,C10710,2025-08-09,Account,Medium,Resolved,18
CP854,C10678,2025-06-08,Service,Medium,Open,11
CP855,C10205,2026-04-18,Service,High,Resolved,17
CP856,C10372,2026-04-27,Service,Low,Resolved,16
CP857,C10306,2025-10-28,Payment,Medium,Resolved,24
CP858,C10442,2026-08-09,Account,Low,Resolved,1
CP859,C10236,2026-03-24,Delivery,High,Resolved,28
CP860,C10636,2026-02-20,Service,Medium,Resolved,18
CP861,C10532,2025-07-15,Technical,Low,Open,28
CP862,C10736,2026-03-08,Payment,Medium,Open,24
CP863,C10246,2025-04-28,Pricing,Medium,Resolved,21
CP864,C10181,2025-12-03,Technical,Medium,Resolved,13
CP865,C10432,2026-04-21,Technical,Medium,Open,26
CP866,C10963,2025-08-22,Delivery,Low,Open,6
CP867,C10350,2026-06-04,Delivery,Low,Resolved,19
CP868,C10078,2025-04-28,Service,Medium,Pending,20
CP869,C10353,2026-03-16,Service,Low,Pending,8
CP870,C10977,2025-06-26,Pricing,Low,Pending,24
CP871,C10749,2026-04-13,Payment,Low,Resolved,30
CP872,C10930,2025-06-24,Delivery,Low,Open,11
CP873,C10245,2026-07-01,Delivery,Medium,Open,10
CP874,C10938,2025-09-08,Service,Medium,Open,6
CP875,C10708,2026-08-10,Service,Low,Pending,15
CP876,C10614,2025-11-19,Delivery,Medium,Resolved,20
CP877,C10476,2025-06-27,Technical,High,Resolved,1
CP878,C10543,2026-05-31,Pricing,Low,Resolved,3
CP879,C10714,2025-03-11,Service,Low,Resolved,2
CP880,C10584,2025-08-13,Service,Medium,Open,12
CP881,C10901,2026-03-22,Delivery,Medium,Resolved,19
CP882,C10000,2025-08-14,Delivery,Low,Resolved,25
CP883,C10978,2026-04-10,Delivery,Low,Pending,18
CP884,C10376,2025-06-06,Technical,Medium,Pending,12
CP885,C10663,2026-03-02,Pricing,High,Open,14
CP886,C10374,2025-06-27,Payment,High,Pending,29
CP887,C10782,2025-12-17,Delivery,Medium,Resolved,27
CP888,C10667,2025-05-15,Technical,Low,Resolved,20
CP889,C10273,2025-04-20,Payment,Medium,Resolved,18
CP890,C10492,2026-07-21,Account,Low,Resolved,3
CP891,C10637,2026-04-28,Account,Low,Open,19
CP892,C10627,2025-06-24,Account,Low,Open,4
CP893,C10600,2025-09-10,Account,Medium,Resolved,27
CP894,C10303,2026-04-02,Service,High,Resolved,27
CP895,C10998,2026-02-27,Service,Medium,Resolved,24
CP896,C10584,2025-12-14,Payment,Medium,Resolved,15
CP897,C10353,2026-04-13,Delivery,Low,Resolved,24
CP898,C10095,2026-07-02,Delivery,Low,Resolved,10
CP899,C10002,2026-04-25,Delivery,Low,Resolved,8
CP900,C10728,2026-08-14,Pricing,Medium,Resolved,4
CP901,C10391,2025-06-15,Service,Medium,Open,9
CP902,C10995,2025-07-16,Payment,Low,Resolved,9
CP903,C10777,2026-08-27,Pricing,Medium,Resolved,16
CP904,C10286,2025-08-14,Service,Low,Resolved,10
CP905,C10384,2025-05-13,Delivery,Medium,Open,21
CP906,C10456,2025-10-23,Service,Medium,Resolved,13
CP907,C10458,2026-01-23,Pricing,Low,Resolved,5
CP908,C10660,2025-01-17,Payment,Low,Resolved,3
CP909,C10134,2026-08-19,Account,Medium,Resolved,14
CP910,C10387,2025-04-16,Pricing,Medium,Resolved,21
CP911,C10925,2025-09-20,Payment,High,Resolved,5
CP912,C10960,2025-07-30,Payment,Medium,Resolved,17
CP913,C10814,2026-01-17,Delivery,Medium,Open,10
CP914,C10410,2025-04-17,Account,Medium,Open,1
CP915,C10798,2026-08-28,Delivery,Low,Resolved,15
CP916,C10372,2026-04-05,Pricing,Low,Open,23
CP917,C10329,2025-10-29,Account,Medium,Resolved,3
CP918,C10218,2025-10-16,Payment,Medium,Pending,13
CP919,C10146,2025-02-07,Technical,Low,Resolved,13
CP920,C10957,2025-09-28,Account,Low,Resolved,28
CP921,C10358,2026-03-23,Pricing,Medium,Open,13
CP922,C10195,2025-09-14,Technical,Low,Resolved,26
CP923,C10729,2025-09-25,Service,Low,Resolved,8
CP924,C10174,2025-12-08,Service,Medium,Open,3
CP925,C10961,2025-05-04,Payment,Low,Open,2
CP926,C10318,2025-11-18,Service,Low,Pending,10
CP927,C10824,2025-04-24,Account,Medium,Resolved,15
CP928,C10844,2025-06-30,Technical,Low,Resolved,15
CP929,C10451,2026-03-07,Service,Low,Open,15
CP930,C10811,2026-05-09,Technical,Low,Pending,15
CP931,C10945,2025-08-27,Delivery,Medium,Resolved,23
CP932,C10728,2025-05-09,Account,Medium,Open,30
CP933,C10948,2026-05-19,Technical,Medium,Resolved,10
CP934,C10451,2025-11-16,Technical,Medium,Resolved,21
CP935,C10438,2025-02-15,Payment,Medium,Pending,23
CP936,C10958,2025-07-31,Account,Low,Pending,29
CP937,C10878,2026-05-11,Payment,Low,Open,10
CP938,C10208,2026-05-06,Payment,Low,Open,7
CP939,C10536,2026-08-05,Delivery,Low,Resolved,15
CP940,C10356,2025-03-12,Pricing,Low,Resolved,10
CP941,C10303,2026-01-18,Pricing,Low,Resolved,25
CP942,C10074,2026-08-12,Payment,Low,Resolved,1
CP943,C10500,2026-02-19,Account,Medium,Resolved,6
CP944,C10211,2025-04-17,Delivery,High,Open,19
CP945,C10852,2026-05-23,Account,High,Open,20
CP946,C10798,2025-07-30,Technical,Medium,Open,14
CP947,C10099,2026-04-11,Pricing,Medium,Open,24
CP948,C10180,2026-07-07,Pricing,High,Open,6
CP949,C10720,2026-06-22,Account,Low,Resolved,29
CP950,C10748,2025-02-26,Payment,Medium,Open,4
CP951,C10753,2026-04-16,Payment,Low,Open,16
CP952,C10638,2026-02-09,Account,Medium,Resolved,29
CP953,C10124,2026-07-21,Pricing,Low,Open,5
CP954,C10605,2025-11-03,Delivery,Low,Pending,3
CP955,C10314,2026-07-21,Payment,Low,Resolved,4
CP956,C10335,2026-05-01,Payment,Medium,Resolved,11
CP957,C10790,2025-08-08,Technical,Medium,Resolved,8
CP958,C10340,2026-06-20,Delivery,Medium,Resolved,12
CP959,C10674,2025-11-10,Pricing,Low,Resolved,9
CP960,C10125,2026-02-17,Delivery,Low,Resolved,9
CP961,C10134,2026-02-18,Account,Medium,Pending,16
CP962,C10124,2025-09-03,Technical,Medium,Open,28
CP963,C10301,2025-09-23,Delivery,Low,Pending,29
CP964,C10495,2025-06-12,Delivery,Medium,Pending,17
CP965,C10286,2026-03-31,Payment,Low,Pending,30
CP966,C10941,2025-10-20,Pricing,High,Resolved,23
CP967,C10202,2026-03-23,Account,Low,Pending,10
CP968,C10580,2025-09-27,Pricing,High,Resolved,15
CP969,C10449,2025-06-14,Technical,Low,Resolved,25
CP970,C10065,2025-03-23,Delivery,Low,Resolved,1
CP971,C10278,2025-10-28,Delivery,Low,Open,2
CP972,C10144,2025-07-03,Service,Low,Resolved,25
CP973,C10275,2026-08-21,Payment,Low,Resolved,30
CP974,C10194,2025-11-17,Pricing,Medium,Open,11
CP975,C10477,2026-08-28,Delivery,Medium,Resolved,19
CP976,C10500,2025-04-30,Technical,Low,Resolved,2
CP977,C10480,2026-08-10,Payment,Low,Open,27
