customer_id,name,age,region,segment,income,tenure_months,churned
C10555,Customer_556,46,South,Standard,79110,44,1
C10556,Customer_557,28,North,Standard,170051,78,1
C10557,Customer_558,49,East,Standard,53328,44,0
C10558,Customer_559,46,East,Premium,137911,63,0
C10559,Customer_560,30,Central,Standard,37867,15,0
C10560,Customer_561,46,Central,Standard,84234,13,0
C10561,Customer_562,54,North,Premium,50851,56,0
C10562,Customer_563,61,North,Standard,56279,18,0
C10563,Customer_564,27,West,Standard,98402,10,0
C10564,Customer_565,24,Central,Premium,40449,106,0
C10565,Customer_566,70,South,Standard,101221,61,0
C10566,Customer_567,65,East,Premium,114080,59,0
C10567,Customer_568,31,North,Premium,30451,42,1
C10568,Customer_569,49,East,Premium,112178,111,0
C10569,Customer_570,56,East,Standard,197388,61,0
C10570,Customer_571,45,West,Business,219136,4,1
C10571,Customer_572,41,Central,Standard,88761,96,1
C10572,Customer_573,56,North,Premium,63870,96,0
C10573,Customer_574,30,East,Standard,121566,78,0
C10574,Customer_575,57,North,Standard,148749,12,0
C10575,Customer_576,29,South,Standard,148765,46,0
C10576,Customer_577,44,West,Business,149881,13,0
C10577,Customer_578,55,South,Business,186945,81,0
C10578,Customer_579,69,North,Standard,153389,82,0
C10579,Customer_580,55,North,Standard,214699,83,0
C10580,Customer_581,68,Central,Premium,222227,92,0
C10581,Customer_582,56,East,Standard,50372,4,0
C10582,Customer_583,38,East,Standard,28642,52,0
C10583,Customer_584,69,South,Premium,184073,14,0
C10584,Customer_585,59,West,Standard,59064,117,1
C10585,Customer_586,52,East,Business,39122,92,1
C10586,Customer_587,44,Central,Standard,180892,25,0
C10587,Customer_588,43,South,Standard,93431,20,0
C10588,Customer_589,52,South,Standard,80745,64,0
C10589,Customer_590,57,Central,Premium,75081,98,1
C10590,Customer_591,32,West,Standard,226974,115,1
C10591,Customer_592,69,Central,Premium,164783,64,0
C10592,Customer_593,33,West,Standard,241204,40,0
C10593,Customer_594,43,Central,Premium,174865,113,0
C10594,Customer_595,45,Central,Standard,164271,69,0
C10595,Customer_596,55,North,Standard,101253,40,0
C10596,Customer_597,61,South,Premium,61191,69,0
C10597,Customer_598,50,Central,Standard,35211,96,0
C10598,Customer_599,37,Central,Standard,136086,63,0
C10599,Customer_600,69,East,Premium,219141,3,0
C10600,Customer_601,40,South,Standard,244968,96,0
C10601,Customer_602,68,East,Premium,212818,47,0
C10602,Customer_603,45,South,Standard,177614,98,0
C10603,Customer_604,42,East,Premium,187384,30,1
C10604,Customer_605,33,Central,Standard,201314,23,0
C10605,Customer_606,39,Central,Standard,126971,112,0
C10606,Customer_607,69,North,Business,118783,15,0
C10607,Customer_608,56,East,Premium,150681,29,0
C10608,Customer_609,32,West,Standard,112893,102,0
C10609,Customer_610,61,North,Standard,211460,9,1
C10610,Customer_611,39,East,Premium,183763,24,0
C10611,Customer_612,32,East,Standard,102960,76,0
C10612,Customer_613,29,North,Premium,109388,105,0
C10613,Customer_614,27,Central,Premium,47601,55,0
C10614,Customer_615,48,East,Standard,174092,81,0
C10615,Customer_616,34,Central,Standard,164227,81,0
C10616,Customer_617,51,North,Premium,225191,6,0
C10617,Customer_618,39,Central,Standard,237123,98,0
C10618,Customer_619,67,South,Standard,192849,25,0
C10619,Customer_620,36,West,Business,44710,72,0
C10620,Customer_621,25,East,Standard,133714,90,0
C10621,Customer_622,55,West,Premium,180604,86,0
C10622,Customer_623,32,Central,Standard,153727,103,0
C10623,Customer_624,45,East,Standard,174673,86,0
C10624,Customer_625,41,Central,Standard,88227,78,0
C10625,Customer_626,56,South,Standard,161039,35,0
C10626,Customer_627,43,North,Standard,109289,30,0
C10627,Customer_628,36,East,Standard,176094,10,0
C10628,Customer_629,59,South,Premium,199535,3,1
C10629,Customer_630,65,South,Standard,230743,39,1
C10630,Customer_631,62,East,Standard,30722,65,0
C10631,Customer_632,59,Central,Standard,183485,24,0
C10632,Customer_633,34,South,Standard,248844,72,0
C10633,Customer_634,51,West,Standard,106050,23,0
C10634,Customer_635,25,South,Standard,241939,98,0
C10635,Customer_636,55,Central,Standard,108596,37,0
C10636,Customer_637,43,Central,Standard,91732,81,0
C10637,Customer_638,49,West,Standard,168369,7,1
C10638,Customer_639,63,South,Premium,93323,62,0
C10639,Customer_640,31,Central,Standard,48816,48,0
C10640,Customer_641,38,East,Standard,65695,52,1
C10641,Customer_642,67,North,Premium,175774,50,0
C10642,Customer_643,32,North,Standard,181314,8,1
C10643,Customer_644,29,North,Premium,80841,91,0
C10644,Customer_645,30,South,Standard,153498,58,0
C10645,Customer_646,64,West,Standard,223784,112,0
C10646,Customer_647,37,Central,Standard,241735,61,0
C10647,Customer_648,58,East,Standard,132096,106,0
C10648,Customer_649,27,East,Premium,117764,31,0
C10649,Customer_650,66,South,Standard,209646,73,0
C10650,Customer_651,33,North,Premium,110744,106,0
C10651,Customer_652,60,South,Standard,53482,79,0
C10652,Customer_653,62,West,Standard,34171,104,0
C10653,Customer_654,29,West,Standard,125755,20,0
C10654,Customer_655,70,Central,Standard,133125,4,0
C10655,Customer_656,47,Central,Standard,155722,10,0
C10656,Customer_657,22,West,Premium,131082,77,0
C10657,Customer_658,25,West,Premium,28696,99,0
C10658,Customer_659,49,West,Standard,151310,56,0
C10659,Customer_660,57,South,Premium,176130,40,0
C10660,Customer_661,58,West,Business,176385,50,0
C10661,Customer_662,39,East,Premium,44149,29,0
C10662,Customer_663,28,North,Standard,155064,22,0
C10663,Customer_664,68,West,Premium,78521,14,0
C10664,Customer_665,65,North,Standard,70740,45,0
C10665,Customer_666,21,South,Business,131611,63,0
C10666,Customer_667,42,North,Standard,161028,33,0
C10667,Customer_668,37,South,Standard,231803,93,0
C10668,Customer_669,27,East,Premium,238684,98,1
C10669,Customer_670,45,South,Standard,91641,63,1
C10670,Customer_671,65,South,Business,88811,76,1
C10671,Customer_672,24,Central,Business,208232,69,0
C10672,Customer_673,56,West,Premium,207385,111,1
C10673,Customer_674,26,West,Standard,88232,93,1
C10674,Customer_675,51,East,Premium,40417,37,0
C10675,Customer_676,39,East,Standard,180801,97,0
C10676,Customer_677,64,West,Standard,137492,17,0
C10677,Customer_678,59,Central,Premium,55099,18,0
C10678,Customer_679,47,West,Standard,186033,15,1
C10679,Customer_680,30,Central,Standard,168674,115,0
C10680,Customer_681,46,East,Business,143474,37,0
C10681,Customer_682,39,North,Standard,34256,118,0
C10682,Customer_683,59,East,Standard,242192,77,0
C10683,Customer_684,23,East,Business,59681,61,0
C10684,Customer_685,65,South,Standard,116328,23,0
C10685,Customer_686,33,South,Premium,243512,117,0
C10686,Customer_687,70,South,Business,220861,56,1
C10687,Customer_688,48,South,Business,68361,77,1
C10688,Customer_689,40,Central,Premium,220575,32,1
C10689,Customer_690,48,West,Standard,59540,50,0
C10690,Customer_691,28,North,Standard,182608,119,0
C10691,Customer_692,61,East,Premium,109700,37,1
C10692,Customer_693,59,Central,Premium,219115,88,0
C10693,Customer_694,21,North,Standard,103532,40,0
C10694,Customer_695,23,Central,Standard,212647,33,1
C10695,Customer_696,33,Central,Standard,152626,80,0
C10696,Customer_697,48,East,Standard,158943,26,1
C10697,Customer_698,69,West,Premium,71002,116,0
C10698,Customer_699,45,South,Standard,74812,51,0
C10699,Customer_700,53,West,Business,178698,98,1
C10700,Customer_701,58,East,Premium,216051,102,1
C10701,Customer_702,26,East,Standard,232129,34,0
C10702,Customer_703,64,East,Premium,133946,57,1
C10703,Customer_704,65,North,Standard,91668,81,1
C10704,Customer_705,52,West,Standard,124003,109,0
C10705,Customer_706,65,West,Premium,236142,60,0
C10706,Customer_707,67,Central,Premium,245462,101,0
C10707,Customer_708,41,Central,Premium,67998,5,0
C10708,Customer_709,36,Central,Standard,219886,82,0
C10709,Customer_710,41,East,Standard,129601,71,1
C10710,Customer_711,31,West,Premium,201679,87,1
C10711,Customer_712,57,East,Standard,32812,12,0
C10712,Customer_713,56,North,Standard,86844,85,0
C10713,Customer_714,55,Central,Standard,226165,27,0
C10714,Customer_715,39,East,Premium,158251,70,0
C10715,Customer_716,40,East,Standard,199870,63,0
C10716,Customer_717,38,North,Premium,99601,31,0
C10717,Customer_718,67,South,Business,164347,21,0
C10718,Customer_719,61,West,Standard,206646,45,0
C10719,Customer_720,69,South,Standard,72857,68,0
C10720,Customer_721,34,Central,Standard,150555,76,1
C10721,Customer_722,35,East,Premium,45700,63,0
C10722,Customer_723,51,North,Standard,195536,45,0
C10723,Customer_724,21,North,Standard,198423,27,0
C10724,Customer_725,23,West,Standard,118330,22,0
C10725,Customer_726,36,South,Premium,238606,50,0
C10726,Customer_727,43,West,Standard,169941,85,1
C10727,Customer_728,31,East,Premium,216387,89,0
C10728,Customer_729,32,West,Business,249760,26,0
C10729,Customer_730,30,North,Standard,177026,13,0
C10730,Customer_731,52,North,Premium,187627,112,0
C10731,Customer_732,36,Central,Standard,88353,100,0
C10732,Customer_733,28,Central,Premium,238262,57,0
C10733,Customer_734,58,East,Premium,201098,30,0
C10734,Customer_735,32,South,Premium,125772,71,0
C10735,Customer_736,44,West,Standard,203048,65,0
C10736,Customer_737,48,East,Standard,236650,61,0
C10737,Customer_738,28,Central,Standard,116502,7,1
C10738,Customer_739,48,West,Standard,138943,53,0
C10739,Customer_740,56,Central,Standard,134850,23,1
C10740,Customer_741,46,West,Standard,70095,14,0
C10741,Customer_742,28,South,Standard,170342,52,0
C10742,Customer_743,70,East,Standard,186980,6,0
C10743,Customer_744,48,West,Premium,40523,120,0
C10744,Customer_745,48,North,Standard,87433,115,1
C10745,Customer_746,57,North,Standard,203140,44,0
C10746,Customer_747,61,West,Standard,44991,86,0
C10747,Customer_748,56,West,Standard,35775,40,0
C10748,Customer_749,47,West,Business,233873,27,0
C10749,Customer_750,37,North,Standard,109995,16,1
C10750,Customer_751,29,North,Premium,217322,77,1
C10751,Customer_752,53,West,Business,172745,34,1
C10752,Customer_753,40,Central,Premium,147808,13,1
C10753,Customer_754,33,Central,Premium,183128,63,0
C10754,Customer_755,48,South,Premium,162686,20,0
C10755,Customer_756,68,East,Business,32415,29,0
C10756,Customer_757,49,Central,Premium,244763,57,0
C10757,Customer_758,33,North,Standard,199956,56,1
C10758,Customer_759,66,Central,Premium,173036,84,0
C10759,Customer_760,55,South,Standard,193798,89,1
C10760,Customer_761,26,South,Premium,62044,77,0
C10761,Customer_762,38,East,Standard,213221,23,0
C10762,Customer_763,25,Central,Standard,193616,46,1
C10763,Customer_764,67,North,Standard,74976,7,1
C10764,Customer_765,45,North,Standard,188324,89,0
C10765,Customer_766,22,West,Standard,28832,43,0
C10766,Customer_767,30,North,Standard,246883,61,0
C10767,Customer_768,50,East,Standard,236509,91,1
C10768,Customer_769,70,East,Standard,59148,107,0
C10769,Customer_770,65,North,Premium,217312,56,0
C10770,Customer_771,25,North,Standard,244526,76,1
C10771,Customer_772,53,West,Standard,137230,24,0
C10772,Customer_773,21,North,Premium,110076,85,1
C10773,Customer_774,38,West,Standard,233188,67,0
C10774,Customer_775,52,West,Standard,209531,66,1
C10775,Customer_776,67,North,Premium,63402,73,0
C10776,Customer_777,69,South,Premium,213799,6,0
C10777,Customer_778,31,South,Standard,63578,67,0
C10778,Customer_779,41,West,Standard,115453,17,0
C10779,Customer_780,46,North,Business,178390,106,0
C10780,Customer_781,45,South,Premium,100715,78,0
C10781,Customer_782,42,North,Standard,233859,24,0
C10782,Customer_783,47,North,Premium,136435,88,0
C10783,Customer_784,69,North,Standard,241101,116,1
C10784,Customer_785,33,Central,Standard,176538,49,1
C10785,Customer_786,53,North,Standard,120742,83,0
C10786,Customer_787,54,Central,Premium,70475,95,0
C10787,Customer_788,61,West,Standard,85142,48,0
C10788,Customer_789,55,South,Premium,241232,16,0
C10789,Customer_790,21,South,Standard,182636,52,0
C10790,Customer_791,41,South,Standard,178484,22,0
C10791,Customer_792,68,South,Standard,118526,52,0
C10792,Customer_793,26,South,Premium,76001,114,0
C10793,Customer_794,48,South,Standard,82649,35,1
C10794,Customer_795,37,South,Standard,217029,61,0
C10795,Customer_796,25,West,Premium,191589,45,1
C10796,Customer_797,51,North,Standard,169228,81,1
C10797,Customer_798,25,East,Business,179136,14,0
C10798,Customer_799,58,Central,Standard,50711,42,0
C10799,Customer_800,23,East,Premium,55106,120,0
C10800,Customer_801,43,East,Standard,90458,22,1
C10801,Customer_802,57,North,Business,172661,96,0
C10802,Customer_803,57,North,Standard,245344,40,1
C10803,Customer_804,30,North,Standard,155429,5,0
C10804,Customer_805,30,South,Standard,242583,30,0
C10805,Customer_806,39,West,Standard,126754,58,0
C10806,Customer_807,37,South,Standard,163286,92,0
C10807,Customer_808,41,West,Business,241803,96,0
C10808,Customer_809,34,West,Standard,151479,15,0
C10809,Customer_810,29,East,Premium,183199,79,0
C10810,Customer_811,66,East,Premium,161213,68,0
C10811,Customer_812,21,West,Premium,53884,39,0
C10812,Customer_813,65,West,Standard,246493,51,0
C10813,Customer_814,33,South,Standard,27708,104,0
C10814,Customer_815,24,South,Premium,43375,68,0
C10815,Customer_816,21,East,Business,40088,38,0
C10816,Customer_817,69,North,Standard,82615,56,0
C10817,Customer_818,60,West,Standard,135138,28,0
C10818,Customer_819,52,South,Standard,201118,77,1
C10819,Customer_820,54,East,Business,35014,74,1
C10820,Customer_821,48,South,Standard,220497,110,0
C10821,Customer_822,51,West,Standard,159345,42,0
C10822,Customer_823,28,West,Premium,203207,45,1
C10823,Customer_824,59,Central,Standard,127842,24,0
C10824,Customer_825,46,North,Standard,186953,22,1
C10825,Customer_826,54,Central,Premium,103077,10,0
C10826,Customer_827,23,East,Business,164784,31,0
C10827,Customer_828,70,South,Standard,230776,42,1
C10828,Customer_829,32,East,Standard,77874,92,1
C10829,Customer_830,21,West,Standard,94087,32,0
C10830,Customer_831,64,Central,Standard,37297,83,0
C10831,Customer_832,25,Central,Premium,52128,86,0
C10832,Customer_833,50,Central,Standard,93368,118,0
C10833,Customer_834,50,East,Standard,243671,57,0
C10834,Customer_835,37,West,Standard,244571,18,1
C10835,Customer_836,68,South,Standard,103958,48,0
C10836,Customer_837,67,South,Standard,57920,64,1
C10837,Customer_838,43,East,Premium,167228,109,0
C10838,Customer_839,35,Central,Standard,167180,9,0
C10839,Customer_840,57,North,Premium,187917,82,0
C10840,Customer_841,41,East,Premium,158872,47,1
C10841,Customer_842,34,East,Standard,198784,61,0
C10842,Customer_843,22,West,Standard,158682,113,1
C10843,Customer_844,31,South,Standard,102603,58,1
C10844,Customer_845,59,East,Standard,58872,50,0
C10845,Customer_846,58,East,Standard,35728,29,1
C10846,Customer_847,54,Central,Standard,120102,55,0
C10847,Customer_848,58,Central,Standard,147049,89,1
C10848,Customer_849,70,North,Premium,45583,90,0
C10849,Customer_850,54,West,Standard,110774,75,0
C10850,Customer_851,38,North,Premium,163335,37,0
C10851,Customer_852,50,Central,Standard,151374,53,0
C10852,Customer_853,35,South,Premium,223522,86,0
C10853,Customer_854,47,Central,Standard,245357,39,0
C10854,Customer_855,54,West,Standard,175528,108,0
C10855,Customer_856,58,Central,Premium,116118,83,0
C10856,Customer_857,53,West,Standard,90942,113,0
C10857,Customer_858,44,West,Standard,38689,97,0
C10858,Customer_859,35,West,Business,189006,59,0
C10859,Customer_860,50,West,Standard,58276,10,0
C10860,Customer_861,62,West,Standard,126968,81,0
C10861,Customer_862,37,South,Premium,175945,97,0
C10862,Customer_863,25,North,Premium,38050,119,1
C10863,Customer_864,49,East,Premium,91216,96,1
C10864,Customer_865,24,North,Standard,240516,112,0
C10865,Customer_866,30,West,Premium,109040,22,0
C10866,Customer_867,37,South,Standard,46644,105,0
C10867,Customer_868,30,Central,Premium,87021,55,0
C10868,Customer_869,37,South,Business,193197,14,0
C10869,Customer_870,40,West,Premium,222971,51,1
C10870,Customer_871,44,South,Premium,67291,19,1
C10871,Customer_872,25,South,Standard,191132,66,0
C10872,Customer_873,54,West,Premium,157610,44,0
C10873,Customer_874,26,South,Premium,192248,96,0
C10874,Customer_875,22,East,Standard,66520,31,0
C10875,Customer_876,33,East,Premium,50675,21,0
C10876,Customer_877,63,South,Standard,174359,112,0
C10877,Customer_878,63,Central,Premium,25174,13,0
C10878,Customer_879,68,West,Premium,117268,100,1
C10879,Customer_880,31,East,Premium,59998,52,0
C10880,Customer_881,67,Central,Standard,209384,73,0
C10881,Customer_882,43,South,Standard,168184,110,0
C10882,Customer_883,36,Central,Standard,130410,60,1
C10883,Customer_884,51,North,Business,100225,36,0
C10884,Customer_885,31,East,Standard,69814,22,0
C10885,Customer_886,36,South,Standard,110091,52,0
C10886,Customer_887,28,West,Premium,75719,104,1
C10887,Customer_888,24,South,Standard,154887,90,0
C10888,Customer_889,60,West,Premium,58919,12,0
C10889,Customer_890,24,South,Premium,98155,34,0
C10890,Customer_891,45,Central,Premium,96569,54,0
C10891,Customer_892,23,Central,Standard,66328,17,0
C10892,Customer_893,52,Central,Standard,226554,103,0
C10893,Customer_894,23,North,Standard,49618,86,0
C10894,Customer_895,47,West,Standard,59675,5,0
C10895,Customer_896,49,Central,Standard,43919,39,0
C10896,Customer_897,52,North,Standard,29173,42,0
C10897,Customer_898,70,West,Premium,134369,74,1
C10898,Customer_899,39,South,Premium,51400,42,0
C10899,Customer_900,41,North,Standard,206517,110,0
C10900,Customer_901,25,East,Premium,95305,58,1
C10901,Customer_902,38,North,Business,193636,25,0
C10902,Customer_903,48,North,Premium,201886,106,0
C10903,Customer_904,62,West,Premium,235819,13,0
C10904,Customer_905,42,South,Standard,113791,112,1
C10905,Customer_906,41,East,Standard,184034,66,0
C10906,Customer_907,26,Central,Standard,240964,10,0
C10907,Customer_908,21,Central,Standard,241914,95,0
C10908,Customer_909,25,North,Business,95533,96,0
C10909,Customer_910,61,West,Premium,212256,58,1
C10910,Customer_911,32,West,Standard,238984,62,0
C10911,Customer_912,46,Central,Standard,128591,12,1
C10912,Customer_913,66,East,Premium,166650,41,0
C10913,Customer_914,54,South,Standard,156060,30,0
C10914,Customer_915,69,East,Standard,174696,51,0
C10915,Customer_916,34,South,Premium,64194,38,1
C10916,Customer_917,46,Central,Standard,134903,15,0
C10917,Customer_918,65,South,Standard,156461,98,1
C10918,Customer_919,47,West,Standard,124303,38,0
C10919,Customer_920,29,North,Premium,138903,103,0
C10920,Customer_921,46,North,Standard,92391,28,0
C10921,Customer_922,67,Central,Standard,169866,88,0
C10922,Customer_923,42,West,Standard,83002,6,1
C10923,Customer_924,67,East,Standard,60531,97,0
C10924,Customer_925,50,West,Standard,208887,84,1
C10925,Customer_926,63,North,Premium,29986,66,1
C10926,Customer_927,68,North,Standard,57298,40,0
C10927,Customer_928,37,West,Premium,26481,90,1
C10928,Customer_929,46,West,Standard,81408,89,1
C10929,Customer_930,56,North,Standard,225339,24,0
C10930,Customer_931,21,East,Standard,146950,4,0
C10931,Customer_932,28,Central,Standard,172907,33,1
C10932,Customer_933,69,Central,Standard,150355,13,0
C10933,Customer_934,55,West,Standard,52798,94,0
C10934,Customer_935,35,Central,Standard,116649,48,0
C10935,Customer_936,67,North,Premium,89887,98,0
C10936,Customer_937,42,North,Standard,44477,64,1
C10937,Customer_938,34,West,Premium,173338,71,0
C10938,Customer_939,46,West,Business,242400,66,0
C10939,Customer_940,48,West,Standard,242060,104,0
C10940,Customer_941,43,East,Standard,152815,12,0
C10941,Customer_942,34,Central,Standard,199598,42,0
C10942,Customer_943,44,West,Standard,152426,112,0
C10943,Customer_944,22,South,Standard,167961,26,0
C10944,Customer_945,65,South,Premium,49335,101,0
C10945,Customer_946,46,North,Standard,167326,46,1
C10946,Customer_947,34,Central,Standard,111610,114,1
C10947,Customer_948,27,West,Premium,36442,62,0
C10948,Customer_949,23,South,Standard,71289,64,0
C10949,Customer_950,67,Central,Premium,78747,89,0
C10950,Customer_951,43,North,Standard,62327,19,0
C10951,Customer_952,66,East,Standard,172271,67,0
C10952,Customer_953,63,Central,Standard,97827,97,1
C10953,Customer_954,67,Central,Standard,131464,97,0
C10954,Customer_955,65,East,Business,156184,108,1
C10955,Customer_956,38,Central,Standard,112051,59,0
C10956,Customer_957,58,North,Business,175653,57,0
C10957,Customer_958,55,North,Standard,84722,108,0
C10958,Customer_959,35,East,Standard,117036,55,0
C10959,Customer_960,45,West,Standard,172595,58,1
C10960,Customer_961,57,South,Standard,91960,100,0
C10961,Customer_962,48,West,Business,44552,11,0
C10962,Customer_963,30,Central,Standard,166880,24,0
C10963,Customer_964,59,South,Standard,228597,15,0
C10964,Customer_965,37,East,Standard,179692,91,0
C10965,Customer_966,59,East,Standard,25887,50,0
C10966,Customer_967,42,South,Standard,56802,20,0
C10967,Customer_968,46,North,Standard,110024,117,0
C10968,Customer_969,64,South,Premium,143639,78,0
C10969,Customer_970,45,Central,Standard,143248,42,0
C10970,Customer_971,37,North,Standard,106938,19,0
C10971,Customer_972,33,East,Standard,242813,17,0
C10972,Customer_973,40,South,Standard,147746,108,0
C10973,Customer_974,45,West,Business,51049,17,0
C10974,Customer_975,24,West,Standard,102789,81,1
C10975,Customer_976,30,Central,Standard,109526,65,0
C10976,Customer_977,23,West,Premium,163918,41,1
C10977,Customer_978,61,South,Standard,246635,15,1
C10978,Customer_979,65,South,Standard,71220,83,0
C10979,Customer_980,38,West,Business,71163,34,0
C10980,Customer_981,67,South,Premium,159837,11,1
C10981,Customer_982,56,Central,Business,142126,42,1
C10982,Customer_983,67,North,Standard,106486,22,1
C10983,Customer_984,42,Central,Standard,201342,92,0
C10984,Customer_985,54,Central,Standard,100277,93,1
C10985,Customer_986,67,South,Standard,244350,87,1
C10986,Customer_987,28,North,Premium,246311,84,0
C10987,Customer_988,60,South,Standard,129245,79,0
C10988,Customer_989,69,East,Premium,147332,82,0
C10989,Customer_990,64,South,Premium,47931,75,1
C10990,Customer_991,39,South,Standard,114116,65,0
C10991,Customer_992,62,South,Standard,80633,78,0
C10992,Customer_993,61,North,Premium,236774,46,0
C10993,Customer_994,57,South,Standard,76913,40,0
C10994,Customer_995,26,North,Premium,119776,85,0
C10995,Customer_996,46,West,Standard,50991,62,1
C10996,Customer_997,54,East,Standard,210917,73,0
C10997,Customer_998,65,North,Standard,129092,101,0
C10998,Customer_999,26,West,Business,211384,50,0
C10999,Customer_1000,57,North,Standard,166633,20,1
