call_id,customer_id,call_date,transcript,sentiment
CALL986,C10477,2025-11-13,Customer complained about delayed service.,Negative
CALL987,C10070,2025-08-12,Customer was satisfied with the service.,Positive
CALL988,C10092,2026-04-03,Customer appreciated the quick resolution.,Positive
CALL989,C10774,2026-08-31,Customer complained about delayed service.,Negative
CALL990,C10640,2026-07-26,Customer appreciated the quick resolution.,Positive
CALL991,C10595,2025-10-15,Customer is happy with the product.,Positive
CALL992,C10705,2025-08-19,Customer contacted support for general information.,Neutral
CALL993,C10230,2026-05-28,Customer contacted support for general information.,Neutral
CALL994,C10779,2025-10-10,Customer contacted support for general information.,Neutral
CALL995,C10044,2025-11-15,Customer appreciated the quick resolution.,Positive
CALL996,C10076,2025-08-01,Customer is happy with the product.,Positive
CALL997,C10259,2026-08-07,Customer is happy with the product.,Positive
CALL998,C10185,2025-04-03,Customer reported repeated unresolved issues.,Negative
CALL999,C10687,2026-03-13,Customer contacted support for general information.,Neutral
CALL1000,C10097,2026-05-23,Customer was satisfied with the service.,Positive
CALL1001,C10650,2025-06-20,Customer was satisfied with the service.,Positive
CALL1002,C10797,2025-01-06,Customer contacted support for general information.,Neutral
CALL1003,C10874,2026-01-01,Customer contacted support for general information.,Neutral
CALL1004,C10674,2025-08-06,Customer appreciated the quick resolution.,Positive
CALL1005,C10977,2025-04-21,Customer reported repeated unresolved issues.,Negative
CALL1006,C10830,2026-08-21,Customer reported repeated unresolved issues.,Negative
CALL1007,C10992,2025-01-25,Customer contacted support for general information.,Neutral
CALL1008,C10970,2025-11-19,Customer expressed dissatisfaction with pricing.,Negative
CALL1009,C10074,2026-08-11,Customer expressed dissatisfaction with pricing.,Negative
CALL1010,C10252,2025-06-03,Customer is happy with the product.,Positive
CALL1011,C10617,2026-02-11,Customer contacted support for general information.,Neutral
CALL1012,C10905,2025-08-07,Customer was satisfied with the service.,Positive
CALL1013,C10450,2026-04-22,Customer contacted support for general information.,Neutral
CALL1014,C10931,2025-03-02,Customer is happy with the product.,Positive
CALL1015,C10137,2025-12-13,Customer complained about delayed service.,Negative
CALL1016,C10915,2025-10-12,Customer complained about delayed service.,Negative
CALL1017,C10738,2026-06-11,Customer contacted support for general information.,Neutral
CALL1018,C10802,2025-09-26,Customer is happy with the product.,Positive
CALL1019,C10750,2026-08-01,Customer was satisfied with the service.,Positive
CALL1020,C10427,2025-08-24,Customer was satisfied with the service.,Positive
CALL1021,C10805,2026-04-25,Customer contacted support for general information.,Neutral
CALL1022,C10972,2026-07-21,Customer contacted support for general information.,Neutral
CALL1023,C10067,2025-03-26,Customer expressed dissatisfaction with pricing.,Negative
CALL1024,C10311,2025-06-19,Customer complained about delayed service.,Negative
CALL1025,C10917,2025-06-10,Customer said they may consider another provider.,Negative
CALL1026,C10151,2025-03-04,Customer contacted support for general information.,Neutral
CALL1027,C10441,2025-02-02,Customer contacted support for general information.,Neutral
CALL1028,C10243,2025-08-27,Customer is happy with the product.,Positive
CALL1029,C10076,2025-05-17,Customer reported repeated unresolved issues.,Negative
CALL1030,C10804,2026-06-30,Customer contacted support for general information.,Neutral
CALL1031,C10697,2026-08-04,Customer expressed dissatisfaction with pricing.,Negative
CALL1032,C10300,2026-03-31,Customer was satisfied with the service.,Positive
CALL1033,C10861,2026-07-27,Customer contacted support for general information.,Neutral
CALL1034,C10621,2025-03-24,Customer contacted support for general information.,Neutral
CALL1035,C10885,2026-07-12,Customer is happy with the product.,Positive
CALL1036,C10658,2026-04-11,Customer is happy with the product.,Positive
CALL1037,C10363,2026-01-21,Customer was satisfied with the service.,Positive
CALL1038,C10485,2026-01-16,Customer reported repeated unresolved issues.,Negative
CALL1039,C10358,2025-06-20,Customer was satisfied with the service.,Positive
CALL1040,C10751,2025-01-24,Customer appreciated the quick resolution.,Positive
CALL1041,C10804,2026-08-04,Customer is happy with the product.,Positive
CALL1042,C10251,2025-06-17,Customer contacted support for general information.,Neutral
CALL1043,C10088,2025-04-29,Customer contacted support for general information.,Neutral
CALL1044,C10391,2025-08-13,Customer complained about delayed service.,Negative
CALL1045,C10834,2026-03-15,Customer is happy with the product.,Positive
CALL1046,C10758,2026-03-03,Customer contacted support for general information.,Neutral
CALL1047,C10805,2025-06-20,Customer contacted support for general information.,Neutral
CALL1048,C10688,2025-02-09,Customer was satisfied with the service.,Positive
CALL1049,C10710,2025-08-11,Customer contacted support for general information.,Neutral
CALL1050,C10998,2025-10-12,Customer contacted support for general information.,Neutral
CALL1051,C10241,2025-07-19,Customer was satisfied with the service.,Positive
CALL1052,C10363,2025-09-06,Customer contacted support for general information.,Neutral
CALL1053,C10663,2025-05-11,Customer reported repeated unresolved issues.,Negative
CALL1054,C10609,2025-07-06,Customer was satisfied with the service.,Positive
CALL1055,C10270,2026-08-29,Customer is happy with the product.,Positive
CALL1056,C10550,2026-06-24,Customer expressed dissatisfaction with pricing.,Negative
CALL1057,C10224,2025-07-31,Customer is happy with the product.,Positive
CALL1058,C10475,2026-05-06,Customer complained about delayed service.,Negative
CALL1059,C10726,2025-01-18,Customer is happy with the product.,Positive
CALL1060,C10565,2025-05-21,Customer is happy with the product.,Positive
CALL1061,C10919,2026-02-16,Customer is happy with the product.,Positive
CALL1062,C10257,2025-01-04,Customer contacted support for general information.,Neutral
CALL1063,C10861,2025-10-31,Customer contacted support for general information.,Neutral
CALL1064,C10055,2026-06-24,Customer contacted support for general information.,Neutral
CALL1065,C10218,2025-06-21,Customer was satisfied with the service.,Positive
CALL1066,C10751,2026-07-04,Customer appreciated the quick resolution.,Positive
CALL1067,C10452,2025-05-12,Customer appreciated the quick resolution.,Positive
CALL1068,C10428,2025-06-09,Customer was satisfied with the service.,Positive
CALL1069,C10339,2026-05-30,Customer complained about delayed service.,Negative
CALL1070,C10953,2026-03-02,Customer is happy with the product.,Positive
CALL1071,C10249,2026-04-03,Customer was satisfied with the service.,Positive
CALL1072,C10141,2025-02-01,Customer contacted support for general information.,Neutral
CALL1073,C10745,2025-11-19,Customer was satisfied with the service.,Positive
CALL1074,C10104,2026-06-25,Customer said they may consider another provider.,Negative
CALL1075,C10174,2025-07-03,Customer was satisfied with the service.,Positive
CALL1076,C10630,2026-08-18,Customer was satisfied with the service.,Positive
CALL1077,C10730,2026-05-11,Customer was satisfied with the service.,Positive
CALL1078,C10948,2025-04-28,Customer expressed dissatisfaction with pricing.,Negative
CALL1079,C10342,2025-09-06,Customer is happy with the product.,Positive
CALL1080,C10951,2026-03-28,Customer contacted support for general information.,Neutral
CALL1081,C10832,2026-01-20,Customer complained about delayed service.,Negative
CALL1082,C10120,2026-07-06,Customer contacted support for general information.,Neutral
CALL1083,C10869,2025-01-21,Customer is happy with the product.,Positive
CALL1084,C10816,2026-06-15,Customer contacted support for general information.,Neutral
CALL1085,C10388,2025-07-25,Customer appreciated the quick resolution.,Positive
CALL1086,C10069,2026-04-13,Customer said they may consider another provider.,Negative
CALL1087,C10422,2026-08-23,Customer appreciated the quick resolution.,Positive
CALL1088,C10283,2025-05-26,Customer was satisfied with the service.,Positive
CALL1089,C10756,2025-01-03,Customer was satisfied with the service.,Positive
CALL1090,C10247,2026-05-30,Customer complained about delayed service.,Negative
CALL1091,C10783,2025-12-02,Customer appreciated the quick resolution.,Positive
CALL1092,C10942,2025-08-31,Customer is happy with the product.,Positive
CALL1093,C10968,2025-12-17,Customer expressed dissatisfaction with pricing.,Negative
CALL1094,C10947,2026-06-06,Customer contacted support for general information.,Neutral
CALL1095,C10767,2025-03-15,Customer contacted support for general information.,Neutral
CALL1096,C10027,2026-03-22,Customer complained about delayed service.,Negative
CALL1097,C10125,2025-03-06,Customer was satisfied with the service.,Positive
CALL1098,C10670,2025-01-26,Customer was satisfied with the service.,Positive
CALL1099,C10038,2025-05-29,Customer contacted support for general information.,Neutral
CALL1100,C10502,2025-08-24,Customer said they may consider another provider.,Negative
CALL1101,C10829,2026-02-11,Customer contacted support for general information.,Neutral
CALL1102,C10225,2026-07-13,Customer expressed dissatisfaction with pricing.,Negative
CALL1103,C10872,2026-03-08,Customer contacted support for general information.,Neutral
CALL1104,C10485,2026-08-18,Customer was satisfied with the service.,Positive
CALL1105,C10876,2025-11-30,Customer was satisfied with the service.,Positive
CALL1106,C10770,2026-08-31,Customer contacted support for general information.,Neutral
CALL1107,C10753,2026-05-05,Customer contacted support for general information.,Neutral
CALL1108,C10890,2026-04-20,Customer expressed dissatisfaction with pricing.,Negative
CALL1109,C10720,2025-04-03,Customer appreciated the quick resolution.,Positive
CALL1110,C10824,2026-08-22,Customer is happy with the product.,Positive
CALL1111,C10578,2025-12-12,Customer contacted support for general information.,Neutral
CALL1112,C10037,2026-08-09,Customer reported repeated unresolved issues.,Negative
CALL1113,C10541,2026-01-05,Customer is happy with the product.,Positive
CALL1114,C10232,2025-06-07,Customer complained about delayed service.,Negative
CALL1115,C10089,2026-04-24,Customer is happy with the product.,Positive
CALL1116,C10181,2025-02-10,Customer is happy with the product.,Positive
CALL1117,C10298,2026-06-18,Customer was satisfied with the service.,Positive
CALL1118,C10358,2026-06-19,Customer was satisfied with the service.,Positive
CALL1119,C10074,2025-11-08,Customer was satisfied with the service.,Positive
CALL1120,C10793,2025-11-29,Customer complained about delayed service.,Negative
CALL1121,C10183,2026-08-24,Customer said they may consider another provider.,Negative
CALL1122,C10365,2025-09-27,Customer is happy with the product.,Positive
CALL1123,C10155,2026-01-04,Customer contacted support for general information.,Neutral
CALL1124,C10425,2025-04-30,Customer appreciated the quick resolution.,Positive
CALL1125,C10365,2026-03-14,Customer was satisfied with the service.,Positive
CALL1126,C10127,2026-01-15,Customer contacted support for general information.,Neutral
CALL1127,C10784,2026-05-28,Customer is happy with the product.,Positive
CALL1128,C10327,2025-05-03,Customer said they may consider another provider.,Negative
CALL1129,C10878,2025-08-15,Customer appreciated the quick resolution.,Positive
CALL1130,C10719,2025-01-31,Customer appreciated the quick resolution.,Positive
CALL1131,C10694,2026-08-17,Customer appreciated the quick resolution.,Positive
CALL1132,C10739,2026-08-29,Customer expressed dissatisfaction with pricing.,Negative
CALL1133,C10456,2026-07-22,Customer contacted support for general information.,Neutral
CALL1134,C10787,2025-04-01,Customer contacted support for general information.,Neutral
CALL1135,C10818,2026-06-19,Customer reported repeated unresolved issues.,Negative
CALL1136,C10078,2025-10-04,Customer was satisfied with the service.,Positive
CALL1137,C10852,2026-07-19,Customer said they may consider another provider.,Negative
CALL1138,C10649,2025-05-09,Customer contacted support for general information.,Neutral
CALL1139,C10203,2026-05-07,Customer contacted support for general information.,Neutral
CALL1140,C10912,2025-11-17,Customer expressed dissatisfaction with pricing.,Negative
CALL1141,C10256,2025-02-24,Customer is happy with the product.,Positive
CALL1142,C10621,2026-08-14,Customer contacted support for general information.,Neutral
CALL1143,C10156,2026-08-31,Customer complained about delayed service.,Negative
CALL1144,C10697,2025-05-06,Customer contacted support for general information.,Neutral
CALL1145,C10781,2025-10-26,Customer was satisfied with the service.,Positive
CALL1146,C10213,2026-03-02,Customer contacted support for general information.,Neutral
CALL1147,C10414,2026-06-02,Customer expressed dissatisfaction with pricing.,Negative
CALL1148,C10430,2025-11-13,Customer complained about delayed service.,Negative
CALL1149,C10811,2025-04-30,Customer expressed dissatisfaction with pricing.,Negative
CALL1150,C10780,2025-08-06,Customer contacted support for general information.,Neutral
CALL1151,C10061,2025-06-03,Customer is happy with the product.,Positive
CALL1152,C10725,2026-07-22,Customer appreciated the quick resolution.,Positive
CALL1153,C10035,2026-05-29,Customer complained about delayed service.,Negative
CALL1154,C10667,2025-05-21,Customer contacted support for general information.,Neutral
CALL1155,C10034,2025-08-13,Customer appreciated the quick resolution.,Positive
CALL1156,C10296,2025-11-21,Customer is happy with the product.,Positive
CALL1157,C10581,2025-02-22,Customer contacted support for general information.,Neutral
CALL1158,C10389,2025-09-24,Customer complained about delayed service.,Negative
CALL1159,C10778,2025-08-26,Customer is happy with the product.,Positive
CALL1160,C10561,2026-01-24,Customer was satisfied with the service.,Positive
CALL1161,C10416,2026-06-16,Customer contacted support for general information.,Neutral
CALL1162,C10105,2026-08-23,Customer was satisfied with the service.,Positive
CALL1163,C10059,2025-10-01,Customer was satisfied with the service.,Positive
CALL1164,C10607,2025-06-05,Customer contacted support for general information.,Neutral
CALL1165,C10962,2025-08-18,Customer reported repeated unresolved issues.,Negative
CALL1166,C10696,2026-06-06,Customer contacted support for general information.,Neutral
CALL1167,C10341,2025-04-19,Customer reported repeated unresolved issues.,Negative
CALL1168,C10339,2025-06-12,Customer expressed dissatisfaction with pricing.,Negative
CALL1169,C10218,2025-02-25,Customer is happy with the product.,Positive
CALL1170,C10158,2026-01-19,Customer is happy with the product.,Positive
CALL1171,C10051,2025-09-18,Customer appreciated the quick resolution.,Positive
CALL1172,C10205,2025-11-08,Customer complained about delayed service.,Negative
CALL1173,C10293,2026-06-13,Customer was satisfied with the service.,Positive
CALL1174,C10232,2026-07-16,Customer reported repeated unresolved issues.,Negative
CALL1175,C10448,2026-08-08,Customer contacted support for general information.,Neutral
CALL1176,C10467,2025-05-09,Customer appreciated the quick resolution.,Positive
CALL1177,C10753,2025-01-21,Customer contacted support for general information.,Neutral
CALL1178,C10148,2025-05-07,Customer expressed dissatisfaction with pricing.,Negative
CALL1179,C10979,2025-10-04,Customer reported repeated unresolved issues.,Negative
CALL1180,C10086,2026-01-25,Customer contacted support for general information.,Neutral
CALL1181,C10354,2026-06-04,Customer contacted support for general information.,Neutral
CALL1182,C10515,2026-06-21,Customer was satisfied with the service.,Positive
CALL1183,C10690,2026-05-08,Customer appreciated the quick resolution.,Positive
CALL1184,C10783,2025-04-30,Customer is happy with the product.,Positive
CALL1185,C10195,2025-04-01,Customer said they may consider another provider.,Negative
CALL1186,C10207,2025-07-29,Customer was satisfied with the service.,Positive
CALL1187,C10622,2025-09-10,Customer contacted support for general information.,Neutral
CALL1188,C10413,2025-08-28,Customer appreciated the quick resolution.,Positive
CALL1189,C10479,2026-03-08,Customer said they may consider another provider.,Negative
CALL1190,C10572,2025-06-30,Customer is happy with the product.,Positive
CALL1191,C10532,2026-05-23,Customer expressed dissatisfaction with pricing.,Negative
CALL1192,C10710,2026-07-04,Customer contacted support for general information.,Neutral
CALL1193,C10536,2026-03-25,Customer contacted support for general information.,Neutral
CALL1194,C10868,2025-03-18,Customer expressed dissatisfaction with pricing.,Negative
CALL1195,C10351,2025-10-25,Customer contacted support for general information.,Neutral
CALL1196,C10784,2025-10-25,Customer reported repeated unresolved issues.,Negative
CALL1197,C10458,2025-07-26,Customer appreciated the quick resolution.,Positive
CALL1198,C10022,2026-02-04,Customer appreciated the quick resolution.,Positive
CALL1199,C10551,2025-05-30,Customer appreciated the quick resolution.,Positive
CALL1200,C10065,2025-08-29,Customer was satisfied with the service.,Positive
CALL1201,C10649,2025-12-15,Customer contacted support for general information.,Neutral
CALL1202,C10908,2026-07-10,Customer complained about delayed service.,Negative
CALL1203,C10170,2025-08-28,Customer appreciated the quick resolution.,Positive
CALL1204,C10255,2026-08-01,Customer appreciated the quick resolution.,Positive
CALL1205,C10148,2026-03-10,Customer complained about delayed service.,Negative
CALL1206,C10403,2026-07-12,Customer said they may consider another provider.,Negative
CALL1207,C10087,2025-07-29,Customer expressed dissatisfaction with pricing.,Negative
CALL1208,C10987,2026-05-13,Customer was satisfied with the service.,Positive
CALL1209,C10712,2025-03-05,Customer contacted support for general information.,Neutral
CALL1210,C10178,2026-07-22,Customer contacted support for general information.,Neutral
CALL1211,C10404,2026-05-17,Customer was satisfied with the service.,Positive
CALL1212,C10275,2025-09-22,Customer contacted support for general information.,Neutral
CALL1213,C10727,2026-03-21,Customer contacted support for general information.,Neutral
CALL1214,C10634,2025-10-20,Customer contacted support for general information.,Neutral
CALL1215,C10261,2026-05-28,Customer said they may consider another provider.,Negative
CALL1216,C10102,2025-05-06,Customer contacted support for general information.,Neutral
CALL1217,C10897,2026-08-27,Customer contacted support for general information.,Neutral
CALL1218,C10419,2025-07-07,Customer said they may consider another provider.,Negative
CALL1219,C10065,2025-11-10,Customer complained about delayed service.,Negative
CALL1220,C10997,2025-05-27,Customer contacted support for general information.,Neutral
CALL1221,C10609,2025-01-17,Customer contacted support for general information.,Neutral
CALL1222,C10080,2026-06-19,Customer was satisfied with the service.,Positive
CALL1223,C10765,2026-08-02,Customer said they may consider another provider.,Negative
CALL1224,C10802,2026-05-29,Customer appreciated the quick resolution.,Positive
CALL1225,C10478,2026-02-21,Customer contacted support for general information.,Neutral
CALL1226,C10099,2026-05-25,Customer contacted support for general information.,Neutral
CALL1227,C10853,2025-11-11,Customer appreciated the quick resolution.,Positive
CALL1228,C10928,2025-01-31,Customer expressed dissatisfaction with pricing.,Negative
CALL1229,C10849,2026-03-16,Customer was satisfied with the service.,Positive
CALL1230,C10288,2025-03-20,Customer was satisfied with the service.,Positive
CALL1231,C10119,2025-08-19,Customer said they may consider another provider.,Negative
CALL1232,C10942,2025-11-26,Customer appreciated the quick resolution.,Positive
CALL1233,C10020,2026-02-06,Customer reported repeated unresolved issues.,Negative
CALL1234,C10323,2025-04-29,Customer is happy with the product.,Positive
CALL1235,C10983,2025-09-03,Customer contacted support for general information.,Neutral
CALL1236,C10110,2025-01-15,Customer appreciated the quick resolution.,Positive
CALL1237,C10549,2026-04-25,Customer contacted support for general information.,Neutral
CALL1238,C10977,2025-04-01,Customer contacted support for general information.,Neutral
CALL1239,C10690,2025-10-10,Customer appreciated the quick resolution.,Positive
CALL1240,C10580,2026-04-06,Customer appreciated the quick resolution.,Positive
CALL1241,C10672,2025-08-28,Customer was satisfied with the service.,Positive
CALL1242,C10813,2026-07-12,Customer was satisfied with the service.,Positive
CALL1243,C10477,2026-01-05,Customer is happy with the product.,Positive
CALL1244,C10728,2026-05-08,Customer is happy with the product.,Positive
CALL1245,C10378,2026-05-21,Customer was satisfied with the service.,Positive
CALL1246,C10018,2026-06-24,Customer contacted support for general information.,Neutral
CALL1247,C10534,2025-03-02,Customer contacted support for general information.,Neutral
CALL1248,C10728,2026-06-06,Customer said they may consider another provider.,Negative
CALL1249,C10122,2025-07-08,Customer appreciated the quick resolution.,Positive
CALL1250,C10432,2025-06-02,Customer is happy with the product.,Positive
CALL1251,C10656,2026-03-17,Customer complained about delayed service.,Negative
CALL1252,C10824,2026-03-01,Customer complained about delayed service.,Negative
CALL1253,C10796,2025-07-08,Customer was satisfied with the service.,Positive
CALL1254,C10430,2025-04-29,Customer contacted support for general information.,Neutral
CALL1255,C10960,2026-03-01,Customer contacted support for general information.,Neutral
CALL1256,C10426,2026-07-28,Customer is happy with the product.,Positive
CALL1257,C10203,2025-11-02,Customer said they may consider another provider.,Negative
CALL1258,C10906,2025-09-29,Customer contacted support for general information.,Neutral
CALL1259,C10507,2025-05-17,Customer contacted support for general information.,Neutral
CALL1260,C10812,2026-08-13,Customer appreciated the quick resolution.,Positive
CALL1261,C10759,2025-02-10,Customer is happy with the product.,Positive
CALL1262,C10242,2026-01-03,Customer contacted support for general information.,Neutral
CALL1263,C10576,2026-07-01,Customer expressed dissatisfaction with pricing.,Negative
CALL1264,C10608,2025-05-16,Customer said they may consider another provider.,Negative
CALL1265,C10827,2025-09-23,Customer said they may consider another provider.,Negative
CALL1266,C10950,2025-02-13,Customer was satisfied with the service.,Positive
CALL1267,C10804,2025-11-24,Customer contacted support for general information.,Neutral
CALL1268,C10764,2025-09-26,Customer contacted support for general information.,Neutral
CALL1269,C10848,2025-06-24,Customer is happy with the product.,Positive
CALL1270,C10602,2026-06-29,Customer contacted support for general information.,Neutral
CALL1271,C10576,2025-01-15,Customer contacted support for general information.,Neutral
CALL1272,C10338,2025-03-21,Customer contacted support for general information.,Neutral
CALL1273,C10826,2025-01-20,Customer contacted support for general information.,Neutral
CALL1274,C10775,2025-10-19,Customer complained about delayed service.,Negative
CALL1275,C10604,2025-10-30,Customer contacted support for general information.,Neutral
CALL1276,C10737,2026-07-22,Customer said they may consider another provider.,Negative
CALL1277,C10645,2026-05-02,Customer contacted support for general information.,Neutral
CALL1278,C10924,2025-03-02,Customer is happy with the product.,Positive
CALL1279,C10927,2026-05-04,Customer said they may consider another provider.,Negative
CALL1280,C10896,2025-06-29,Customer contacted support for general information.,Neutral
CALL1281,C10696,2025-01-16,Customer is happy with the product.,Positive
CALL1282,C10315,2026-01-26,Customer reported repeated unresolved issues.,Negative
CALL1283,C10673,2025-10-17,Customer is happy with the product.,Positive
CALL1284,C10566,2026-04-18,Customer was satisfied with the service.,Positive
CALL1285,C10200,2026-07-15,Customer is happy with the product.,Positive
CALL1286,C10037,2025-11-05,Customer appreciated the quick resolution.,Positive
CALL1287,C10297,2025-06-05,Customer contacted support for general information.,Neutral
CALL1288,C10716,2025-08-17,Customer expressed dissatisfaction with pricing.,Negative
CALL1289,C10361,2026-05-29,Customer contacted support for general information.,Neutral
CALL1290,C10743,2026-01-08,Customer is happy with the product.,Positive
CALL1291,C10093,2025-02-19,Customer complained about delayed service.,Negative
CALL1292,C10819,2026-07-11,Customer contacted support for general information.,Neutral
CALL1293,C10742,2026-01-14,Customer is happy with the product.,Positive
CALL1294,C10377,2025-04-28,Customer is happy with the product.,Positive
CALL1295,C10656,2025-12-23,Customer complained about delayed service.,Negative
CALL1296,C10015,2026-06-20,Customer expressed dissatisfaction with pricing.,Negative
CALL1297,C10422,2025-04-05,Customer appreciated the quick resolution.,Positive
CALL1298,C10100,2026-02-18,Customer contacted support for general information.,Neutral
CALL1299,C10404,2026-01-31,Customer contacted support for general information.,Neutral
CALL1300,C10331,2026-06-11,Customer expressed dissatisfaction with pricing.,Negative
CALL1301,C10586,2026-02-14,Customer contacted support for general information.,Neutral
CALL1302,C10290,2025-03-31,Customer appreciated the quick resolution.,Positive
CALL1303,C10712,2025-06-08,Customer expressed dissatisfaction with pricing.,Negative
CALL1304,C10175,2025-02-23,Customer contacted support for general information.,Neutral
CALL1305,C10049,2025-06-19,Customer appreciated the quick resolution.,Positive
CALL1306,C10927,2026-06-17,Customer expressed dissatisfaction with pricing.,Negative
CALL1307,C10134,2025-04-06,Customer contacted support for general information.,Neutral
CALL1308,C10695,2026-06-25,Customer complained about delayed service.,Negative
CALL1309,C10518,2025-10-30,Customer reported repeated unresolved issues.,Negative
CALL1310,C10476,2025-10-05,Customer contacted support for general information.,Neutral
CALL1311,C10969,2025-10-18,Customer appreciated the quick resolution.,Positive
CALL1312,C10735,2025-03-24,Customer was satisfied with the service.,Positive
CALL1313,C10550,2026-03-29,Customer said they may consider another provider.,Negative
CALL1314,C10422,2026-06-19,Customer contacted support for general information.,Neutral
CALL1315,C10568,2025-01-05,Customer contacted support for general information.,Neutral
CALL1316,C10200,2025-06-14,Customer expressed dissatisfaction with pricing.,Negative
CALL1317,C10738,2026-06-29,Customer was satisfied with the service.,Positive
CALL1318,C10884,2026-05-27,Customer is happy with the product.,Positive
CALL1319,C10928,2025-11-29,Customer appreciated the quick resolution.,Positive
CALL1320,C10877,2025-09-15,Customer was satisfied with the service.,Positive
CALL1321,C10184,2025-04-29,Customer appreciated the quick resolution.,Positive
CALL1322,C10722,2025-03-03,Customer said they may consider another provider.,Negative
CALL1323,C10417,2026-02-01,Customer said they may consider another provider.,Negative
CALL1324,C10023,2026-04-13,Customer is happy with the product.,Positive
CALL1325,C10888,2026-08-17,Customer was satisfied with the service.,Positive
CALL1326,C10815,2026-01-16,Customer expressed dissatisfaction with pricing.,Negative
CALL1327,C10321,2025-10-30,Customer contacted support for general information.,Neutral
CALL1328,C10438,2026-04-24,Customer appreciated the quick resolution.,Positive
CALL1329,C10248,2026-03-25,Customer contacted support for general information.,Neutral
CALL1330,C10684,2025-11-14,Customer was satisfied with the service.,Positive
CALL1331,C10557,2025-04-26,Customer expressed dissatisfaction with pricing.,Negative
CALL1332,C10281,2025-11-30,Customer was satisfied with the service.,Positive
CALL1333,C10581,2025-07-31,Customer appreciated the quick resolution.,Positive
CALL1334,C10608,2026-02-09,Customer contacted support for general information.,Neutral
CALL1335,C10256,2025-01-25,Customer was satisfied with the service.,Positive
CALL1336,C10368,2026-02-22,Customer complained about delayed service.,Negative
CALL1337,C10719,2026-05-04,Customer is happy with the product.,Positive
CALL1338,C10105,2026-04-06,Customer expressed dissatisfaction with pricing.,Negative
CALL1339,C10830,2025-05-12,Customer contacted support for general information.,Neutral
CALL1340,C10702,2026-04-14,Customer complained about delayed service.,Negative
CALL1341,C10616,2025-03-04,Customer is happy with the product.,Positive
CALL1342,C10872,2025-10-07,Customer is happy with the product.,Positive
CALL1343,C10482,2025-12-31,Customer expressed dissatisfaction with pricing.,Negative
CALL1344,C10663,2026-07-12,Customer appreciated the quick resolution.,Positive
CALL1345,C10486,2025-01-23,Customer was satisfied with the service.,Positive
CALL1346,C10292,2026-04-08,Customer was satisfied with the service.,Positive
CALL1347,C10341,2025-10-19,Customer was satisfied with the service.,Positive
CALL1348,C10060,2026-08-28,Customer appreciated the quick resolution.,Positive
CALL1349,C10167,2025-06-26,Customer said they may consider another provider.,Negative
CALL1350,C10051,2025-08-30,Customer is happy with the product.,Positive
CALL1351,C10148,2025-09-10,Customer is happy with the product.,Positive
CALL1352,C10426,2025-04-05,Customer said they may consider another provider.,Negative
CALL1353,C10293,2025-12-25,Customer was satisfied with the service.,Positive
CALL1354,C10523,2025-11-09,Customer appreciated the quick resolution.,Positive
CALL1355,C10079,2026-05-10,Customer contacted support for general information.,Neutral
CALL1356,C10943,2025-09-29,Customer contacted support for general information.,Neutral
CALL1357,C10169,2025-11-27,Customer complained about delayed service.,Negative
CALL1358,C10380,2025-02-23,Customer appreciated the quick resolution.,Positive
CALL1359,C10685,2025-05-07,Customer contacted support for general information.,Neutral
CALL1360,C10093,2025-02-15,Customer is happy with the product.,Positive
CALL1361,C10612,2026-02-17,Customer is happy with the product.,Positive
CALL1362,C10132,2026-02-06,Customer reported repeated unresolved issues.,Negative
CALL1363,C10958,2026-01-01,Customer expressed dissatisfaction with pricing.,Negative
CALL1364,C10033,2025-10-15,Customer contacted support for general information.,Neutral
CALL1365,C10935,2026-02-01,Customer contacted support for general information.,Neutral
CALL1366,C10392,2025-12-28,Customer was satisfied with the service.,Positive
CALL1367,C10259,2026-01-19,Customer appreciated the quick resolution.,Positive
CALL1368,C10281,2025-07-29,Customer expressed dissatisfaction with pricing.,Negative
CALL1369,C10736,2025-02-13,Customer contacted support for general information.,Neutral
CALL1370,C10137,2026-07-24,Customer appreciated the quick resolution.,Positive
CALL1371,C10711,2025-12-31,Customer contacted support for general information.,Neutral
CALL1372,C10871,2025-08-11,Customer reported repeated unresolved issues.,Negative
CALL1373,C10317,2026-01-26,Customer contacted support for general information.,Neutral
CALL1374,C10970,2026-06-20,Customer is happy with the product.,Positive
CALL1375,C10903,2026-03-12,Customer is happy with the product.,Positive
CALL1376,C10788,2025-11-24,Customer contacted support for general information.,Neutral
CALL1377,C10117,2025-03-08,Customer contacted support for general information.,Neutral
CALL1378,C10293,2025-08-28,Customer contacted support for general information.,Neutral
CALL1379,C10807,2025-01-22,Customer reported repeated unresolved issues.,Negative
CALL1380,C10548,2025-10-20,Customer contacted support for general information.,Neutral
CALL1381,C10522,2025-11-08,Customer expressed dissatisfaction with pricing.,Negative
CALL1382,C10337,2025-07-31,Customer appreciated the quick resolution.,Positive
CALL1383,C10786,2025-06-28,Customer said they may consider another provider.,Negative
CALL1384,C10174,2025-03-01,Customer expressed dissatisfaction with pricing.,Negative
CALL1385,C10062,2025-03-23,Customer is happy with the product.,Positive
CALL1386,C10259,2025-08-10,Customer reported repeated unresolved issues.,Negative
CALL1387,C10955,2025-05-18,Customer reported repeated unresolved issues.,Negative
CALL1388,C10060,2026-07-17,Customer contacted support for general information.,Neutral
CALL1389,C10611,2025-09-10,Customer contacted support for general information.,Neutral
CALL1390,C10988,2026-01-30,Customer appreciated the quick resolution.,Positive
