customer_id,name,age,region,segment,income,tenure_months,churned,transaction_count,total_transaction_amount,avg_transaction_amount,complaint_count,avg_resolution_days,high_severity_complaints,open_complaints,call_count,positive_calls,negative_calls,total_products,active_products,closed_products,total_interactions,support_interactions,complaint_interactions,negative_call_rate,positive_call_rate,open_complaint_rate,closed_product_rate,support_interaction_rate,churn_probability
C10239,Customer_240,42,East,Standard,96126,87,0,57,117579.81,2062.803684210526,3.0,14.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,11,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.09090909090909091,0.11166666666666666
C10240,Customer_241,31,South,Standard,81071,114,0,48,123965.99,2582.6247916666666,4.0,12.25,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,9,2,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.2222222222222222,0.12666666666666668
C10241,Customer_242,68,South,Standard,227193,31,0,40,72491.14,1812.2785,2.0,20.0,0.0,0.0,7.0,3.0,0.0,4.0,4.0,0.0,5,2,1,0.0,0.42857142857142855,0.0,0.0,0.4,0.05
C10242,Customer_243,36,West,Premium,99763,7,0,56,135240.95,2415.0169642857145,4.0,17.75,0.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,10,4,2,0.0,0.6666666666666666,0.5,0.0,0.4,0.16
C10243,Customer_244,53,North,Standard,249886,115,0,54,138386.43,2562.7116666666666,2.0,17.5,0.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,9,1,1,0.0,0.8,0.5,0.0,0.1111111111111111,0.10500000000000001
C10244,Customer_245,29,South,Standard,168309,76,1,52,96597.12,1857.636923076923,3.0,11.333333333333334,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,12,4,1,0.0,1.0,0.0,0.0,0.3333333333333333,0.065
C10245,Customer_246,26,East,Business,171721,94,0,64,110772.98,1730.8278125,4.0,19.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,5,0,2,0.0,1.0,0.25,0.0,0.0,0.12000000000000001
C10246,Customer_247,36,West,Premium,193785,23,0,46,116733.56,2537.6860869565216,2.0,14.0,0.0,0.0,7.0,5.0,1.0,4.0,4.0,0.0,10,1,1,0.14285714285714285,0.7142857142857143,0.0,0.0,0.1,0.08142857142857143
C10247,Customer_248,49,North,Standard,229535,116,0,46,66199.1,1439.1108695652176,6.0,20.666666666666668,0.0,4.0,4.0,2.0,1.0,2.0,2.0,0.0,12,1,2,0.25,0.5,0.6666666666666666,0.0,0.08333333333333333,0.29
C10248,Customer_249,23,Central,Premium,201481,73,0,46,85097.27,1849.9406521739131,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,10,2,1,0.0,0.0,0.0,1.0,0.2,0.09
C10249,Customer_250,40,East,Standard,204838,69,0,43,95500.42,2220.94,7.0,16.142857142857142,0.0,3.0,13.0,8.0,3.0,3.0,3.0,0.0,4,0,1,0.23076923076923078,0.6153846153846154,0.42857142857142855,0.0,0.0,0.35417582417582416
C10250,Customer_251,56,South,Standard,71154,111,0,44,96700.78,2197.745,4.0,19.75,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,7,0,3,0.25,0.5,0.25,0.0,0.0,0.16000000000000003
C10251,Customer_252,39,South,Premium,32016,49,0,40,61094.71,1527.36775,5.0,15.4,1.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,13,4,2,0.2,0.4,0.4,0.0,0.3076923076923077,0.205
C10252,Customer_253,46,East,Standard,235635,86,0,52,94344.03,1814.3082692307692,2.0,11.0,0.0,0.0,2.0,1.0,1.0,4.0,3.0,1.0,3,0,0,0.5,0.5,0.0,0.25,0.0,0.1925
C10253,Customer_254,23,South,Standard,204760,85,0,48,91267.62,1901.4087499999998,2.0,20.5,0.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,14,4,4,0.6666666666666666,0.3333333333333333,0.5,0.0,0.2857142857142857,0.1983333333333333
C10254,Customer_255,39,West,Standard,114678,37,0,50,62093.03,1241.8606,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,1.0,1.0,10,3,1,0.2,0.6,0.0,0.3333333333333333,0.3,0.09266666666666666
C10255,Customer_256,40,North,Standard,137056,70,0,48,83092.8,1731.1000000000001,1.0,28.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,13,1,3,0.0,1.0,1.0,0.0,0.07692307692307693,0.12
C10256,Customer_257,52,West,Standard,79238,71,0,53,96070.45,1812.6499999999999,3.0,20.666666666666668,0.0,1.0,9.0,4.0,3.0,2.0,0.0,1.0,11,2,3,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.5,0.18181818181818182,0.24166666666666664
C10257,Customer_258,27,South,Standard,83608,3,0,45,84561.91,1879.1535555555556,2.0,14.5,0.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,9,2,3,0.0,0.5,0.5,0.0,0.2222222222222222,0.10500000000000001
C10258,Customer_259,61,Central,Premium,114081,70,0,70,125634.99,1794.7855714285715,3.0,12.333333333333334,1.0,2.0,11.0,6.0,2.0,0.0,0.0,0.0,8,2,2,0.18181818181818182,0.5454545454545454,0.6666666666666666,0.0,0.25,0.20954545454545453
C10259,Customer_260,53,North,Premium,187969,14,1,57,96452.9,1692.1561403508772,5.0,22.6,1.0,1.0,10.0,6.0,1.0,4.0,3.0,1.0,10,2,5,0.1,0.6,0.2,0.25,0.2,0.1925
C10260,Customer_261,60,North,Standard,75961,62,0,54,103767.89,1921.6275925925927,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,12,2,4,0.5,0.5,0.0,0.0,0.16666666666666666,0.08
C10261,Customer_262,59,East,Standard,224775,29,0,45,60868.27,1352.6282222222221,2.0,23.5,0.0,0.0,5.0,3.0,2.0,4.0,3.0,0.0,11,1,4,0.4,0.6,0.0,0.0,0.09090909090909091,0.122
C10262,Customer_263,38,East,Standard,200829,58,1,49,114898.22,2344.8616326530614,1.0,4.0,0.0,0.0,4.0,1.0,2.0,6.0,4.0,1.0,12,3,3,0.5,0.25,0.0,0.16666666666666666,0.25,0.14333333333333334
C10263,Customer_264,60,Central,Standard,51917,108,0,46,88203.81,1917.4741304347826,3.0,25.0,0.0,1.0,8.0,5.0,2.0,2.0,2.0,0.0,14,4,2,0.25,0.625,0.3333333333333333,0.0,0.2857142857142857,0.16999999999999998
C10264,Customer_265,21,North,Premium,178808,25,0,50,78295.63,1565.9126,2.0,17.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,6,0,1,0.75,0.25,0.0,0.0,0.0,0.16999999999999998
C10265,Customer_266,31,Central,Standard,52990,27,0,58,121176.11,2089.243275862069,6.0,18.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,15,4,3,0.2,0.4,0.16666666666666666,0.0,0.26666666666666666,0.18100000000000002
C10266,Customer_267,48,East,Standard,87551,23,0,39,66272.0,1699.2820512820513,3.0,17.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,10,1,2,0.0,1.0,0.0,0.3333333333333333,0.1,0.10166666666666667
C10267,Customer_268,45,East,Premium,214233,63,0,38,57297.71,1507.8344736842105,5.0,11.6,1.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,11,3,5,0.25,0.5,0.4,0.0,0.2727272727272727,0.209
C10268,Customer_269,70,North,Premium,235695,65,0,59,90383.12,1531.9172881355933,4.0,15.75,0.0,0.0,6.0,4.0,0.0,2.0,2.0,0.0,8,1,1,0.0,0.6666666666666666,0.0,0.0,0.125,0.08
C10269,Customer_270,43,West,Premium,178512,54,0,57,81853.21,1436.0212280701755,5.0,14.6,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,9,0,4,0.25,0.25,0.2,0.0,0.0,0.17200000000000001
C10270,Customer_271,51,South,Standard,191277,90,0,61,129882.81,2129.226393442623,2.0,16.0,0.0,2.0,6.0,4.0,1.0,2.0,2.0,0.0,8,1,1,0.16666666666666666,0.6666666666666666,1.0,0.0,0.125,0.19333333333333336
C10271,Customer_272,50,East,Standard,105811,27,0,54,90795.23,1681.3931481481482,1.0,30.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,5,1,0,0.25,0.5,0.0,0.0,0.2,0.07500000000000001
C10272,Customer_273,62,East,Standard,80103,111,0,62,103294.5,1666.0403225806451,4.0,12.75,1.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,14,4,4,0.0,0.6666666666666666,0.25,0.3333333333333333,0.2857142857142857,0.15666666666666668
C10273,Customer_274,55,West,Standard,226884,57,0,41,51597.17,1258.4675609756098,2.0,11.0,0.0,1.0,6.0,2.0,2.0,1.0,1.0,0.0,10,2,2,0.3333333333333333,0.3333333333333333,0.5,0.0,0.2,0.17166666666666666
C10274,Customer_275,27,West,Premium,197699,48,0,43,85597.41,1990.6374418604653,3.0,8.333333333333334,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,7,1,2,0.0,1.0,0.3333333333333333,0.0,0.14285714285714285,0.10999999999999999
C10275,Customer_276,36,Central,Premium,131122,34,0,47,110528.69,2351.674255319149,3.0,28.333333333333332,1.0,0.0,6.0,1.0,3.0,1.0,1.0,0.0,5,2,1,0.5,0.16666666666666666,0.0,0.0,0.4,0.165
C10276,Customer_277,46,Central,Premium,44008,57,0,52,74073.33,1424.4871153846154,4.0,18.75,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,11,3,5,0.25,0.25,0.25,0.5,0.2727272727272727,0.20500000000000002
C10277,Customer_278,68,South,Premium,227346,98,0,52,106157.16,2041.4838461538461,0.0,0.0,0.0,0.0,7.0,3.0,2.0,4.0,3.0,0.0,10,3,3,0.2857142857142857,0.42857142857142855,0.0,0.0,0.3,0.08285714285714285
C10278,Customer_279,69,South,Standard,57402,7,0,46,61615.22,1339.4613043478262,1.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,17,5,6,0.5,0.5,1.0,0.25,0.29411764705882354,0.2125
C10279,Customer_280,22,North,Premium,209456,38,0,44,66901.49,1520.4884090909093,3.0,19.666666666666668,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9,1,0,1.0,0.0,0.0,0.0,0.1111111111111111,0.165
C10280,Customer_281,21,Central,Standard,161865,112,0,53,62678.83,1182.619433962264,1.0,22.0,0.0,0.0,9.0,2.0,4.0,1.0,0.0,1.0,16,7,4,0.4444444444444444,0.2222222222222222,0.0,1.0,0.4375,0.22055555555555556
C10281,Customer_282,68,East,Standard,161643,108,0,39,61835.96,1585.537435897436,1.0,20.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,0.0,9,3,0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.06833333333333334
C10282,Customer_283,32,Central,Standard,172281,51,0,49,59034.37,1204.7830612244898,2.0,14.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,11,1,4,0.0,1.0,0.0,0.0,0.09090909090909091,0.05
C10283,Customer_284,25,East,Standard,138550,108,1,37,87949.81,2377.0218918918918,3.0,13.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,10,2,1,0.25,0.5,0.3333333333333333,0.0,0.2,0.15
C10284,Customer_285,57,West,Standard,247002,60,0,56,109924.42,1962.9360714285715,4.0,12.5,0.0,1.0,8.0,6.0,0.0,5.0,4.0,1.0,7,0,3,0.0,0.75,0.25,0.2,0.0,0.15000000000000002
C10285,Customer_286,52,Central,Business,199220,41,1,42,113108.15,2693.05119047619,4.0,14.25,1.0,1.0,7.0,3.0,0.0,1.0,0.0,0.0,6,2,0,0.0,0.42857142857142855,0.25,0.0,0.3333333333333333,0.12000000000000001
C10286,Customer_287,29,West,Standard,116218,82,0,44,106857.83,2428.5870454545457,2.0,20.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,16,1,3,1.0,0.0,0.0,0.0,0.0625,0.15000000000000002
C10287,Customer_288,61,South,Standard,158296,99,0,43,69444.24,1614.9823255813956,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,8,0,2,0.25,0.5,0.0,0.0,0.0,0.06
C10288,Customer_289,55,South,Standard,204767,115,0,45,78963.54,1754.7453333333333,3.0,10.333333333333334,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,11,1,4,0.16666666666666666,0.5,0.0,0.0,0.09090909090909091,0.09833333333333334
C10289,Customer_290,39,North,Premium,145779,87,0,45,67016.41,1489.2535555555555,3.0,13.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,3,1,0,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.185
C10290,Customer_291,68,Central,Standard,154714,63,1,34,58511.46,1720.9252941176471,6.0,15.666666666666666,3.0,1.0,3.0,1.0,2.0,5.0,2.0,1.0,10,1,0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.2,0.1,0.2683333333333333
C10291,Customer_292,36,West,Premium,57441,11,1,47,100437.77,2136.973829787234,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,1.0,0.0,6,1,3,0.4,0.4,0.0,0.0,0.16666666666666666,0.092
C10292,Customer_293,23,East,Standard,195201,8,0,70,167528.51,2393.2644285714287,3.0,17.0,1.0,0.0,6.0,2.0,1.0,4.0,3.0,0.0,10,1,2,0.16666666666666666,0.3333333333333333,0.0,0.0,0.1,0.09833333333333334
C10293,Customer_294,40,South,Premium,87368,117,0,54,115377.04,2136.611851851852,2.0,15.0,1.0,0.0,5.0,3.0,0.0,2.0,2.0,0.0,7,3,0,0.0,0.6,0.0,0.0,0.42857142857142855,0.05
C10294,Customer_295,44,South,Standard,117122,111,0,42,66815.13,1590.8364285714288,1.0,20.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,8,4,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.08166666666666667
C10295,Customer_296,53,East,Premium,69760,37,0,52,98651.38,1897.1419230769231,5.0,11.4,0.0,3.0,6.0,4.0,0.0,4.0,4.0,0.0,14,4,1,0.0,0.6666666666666666,0.6,0.0,0.2857142857142857,0.20600000000000002
C10296,Customer_297,44,West,Premium,48478,41,0,58,108235.8,1866.1344827586208,2.0,16.5,0.0,1.0,7.0,4.0,1.0,4.0,3.0,1.0,8,1,2,0.14285714285714285,0.5714285714285714,0.5,0.25,0.125,0.16892857142857143
C10297,Customer_298,31,West,Standard,152881,24,0,45,104611.72,2324.704888888889,2.0,20.5,0.0,1.0,5.0,2.0,1.0,3.0,2.0,0.0,13,2,4,0.2,0.4,0.5,0.0,0.15384615384615385,0.14100000000000001
C10298,Customer_299,69,Central,Standard,96854,43,0,40,58337.22,1458.4305,1.0,28.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,0.0,14,3,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.21428571428571427,0.10166666666666668
C10299,Customer_300,28,Central,Standard,119230,120,0,58,81376.79,1403.0481034482757,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,2.0,1.0,12,3,2,0.0,0.5,0.0,0.3333333333333333,0.25,0.05666666666666667
C10300,Customer_301,56,North,Standard,110716,7,1,43,73831.67,1717.0155813953488,4.0,22.0,1.0,0.0,5.0,3.0,1.0,4.0,3.0,1.0,15,3,3,0.2,0.6,0.0,0.25,0.2,0.14850000000000002
C10301,Customer_302,58,South,Standard,168252,44,0,60,96810.62,1613.5103333333332,2.0,26.5,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,11,2,2,0.0,0.6666666666666666,0.0,0.0,0.18181818181818182,0.05
C10302,Customer_303,60,Central,Premium,123538,89,0,47,76957.06,1637.384255319149,3.0,18.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,5,0,1,0.0,0.25,0.0,0.0,0.0,0.065
C10303,Customer_304,40,West,Standard,40372,83,0,58,98957.94,1706.171379310345,6.0,13.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,1.0,9,1,2,0.0,0.6666666666666666,0.0,1.0,0.1111111111111111,0.18
C10304,Customer_305,55,East,Standard,54796,78,0,39,81415.56999999999,2087.578717948718,2.0,17.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,11,2,1,0.0,1.0,1.0,0.0,0.18181818181818182,0.16
C10305,Customer_306,68,West,Standard,214344,89,0,49,79874.47,1630.0912244897959,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,2.0,8,3,0,0.25,0.5,0.0,0.5,0.375,0.125
C10306,Customer_307,45,South,Standard,246035,82,0,46,113515.37,2467.7254347826088,3.0,15.333333333333334,0.0,1.0,6.0,3.0,1.0,3.0,2.0,1.0,15,1,1,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.18
C10307,Customer_308,55,West,Premium,123826,69,0,54,138393.25,2562.837962962963,2.0,11.5,1.0,1.0,9.0,1.0,5.0,2.0,2.0,0.0,6,1,2,0.5555555555555556,0.1111111111111111,0.5,0.0,0.16666666666666666,0.24944444444444447
C10308,Customer_309,45,North,Standard,145592,32,0,53,89205.16,1683.1162264150944,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,15,3,3,0.0,0.75,0.0,0.0,0.2,0.02
C10309,Customer_310,49,South,Premium,118635,59,0,53,82479.20999999999,1556.2115094339622,0.0,0.0,0.0,0.0,6.0,3.0,1.0,3.0,1.0,1.0,12,1,4,0.16666666666666666,0.5,0.0,0.3333333333333333,0.08333333333333333,0.09
C10310,Customer_311,38,East,Premium,136022,88,0,52,166930.96,3210.210769230769,2.0,11.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,5,3,1,0.16666666666666666,0.3333333333333333,0.0,0.0,0.6,0.08333333333333334
C10311,Customer_312,66,North,Premium,79040,75,1,42,69636.58,1658.0138095238096,1.0,8.0,1.0,0.0,9.0,3.0,4.0,2.0,1.0,0.0,14,2,4,0.4444444444444444,0.3333333333333333,0.0,0.0,0.14285714285714285,0.15055555555555555
C10312,Customer_313,38,South,Premium,100357,31,1,37,60294.24,1629.574054054054,2.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,12,3,2,0.0,1.0,0.0,1.0,0.25,0.12000000000000001
C10313,Customer_314,22,East,Standard,227440,113,0,42,65644.41,1562.962142857143,1.0,11.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,8,3,0,0.0,0.3333333333333333,0.0,0.0,0.375,0.035
C10314,Customer_315,55,North,Business,103356,39,0,46,70576.2,1534.2652173913043,5.0,7.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,10,2,3,0.25,0.25,0.0,0.5,0.2,0.18
C10315,Customer_316,36,North,Standard,41211,89,0,52,68297.94,1313.4219230769231,3.0,10.0,0.0,0.0,6.0,2.0,2.0,1.0,1.0,0.0,12,1,2,0.3333333333333333,0.3333333333333333,0.0,0.0,0.08333333333333333,0.13166666666666668
C10316,Customer_317,61,South,Standard,130426,15,0,53,92101.37,1737.7616981132076,4.0,16.0,0.0,2.0,5.0,4.0,0.0,2.0,1.0,1.0,7,0,3,0.0,0.8,0.5,0.5,0.0,0.205
C10317,Customer_318,56,Central,Premium,30842,34,1,52,86568.31,1664.7751923076924,5.0,12.4,0.0,1.0,7.0,4.0,0.0,2.0,1.0,1.0,15,5,2,0.0,0.5714285714285714,0.2,0.5,0.3333333333333333,0.177
C10318,Customer_319,53,North,Business,219187,48,1,47,81977.46,1744.2012765957447,4.0,20.0,0.0,1.0,7.0,1.0,3.0,6.0,3.0,1.0,10,3,3,0.42857142857142855,0.14285714285714285,0.25,0.16666666666666666,0.3,0.24261904761904762
C10319,Customer_320,24,North,Premium,91852,118,0,55,94231.31999999999,1713.2967272727271,1.0,29.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,6,1,3,0.6666666666666666,0.0,1.0,0.0,0.16666666666666666,0.21333333333333335
C10320,Customer_321,53,East,Standard,150737,113,0,45,75019.92,1667.1093333333333,2.0,18.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,12,2,3,0.0,0.4,0.5,0.0,0.16666666666666666,0.10500000000000001
C10321,Customer_322,34,West,Standard,70968,114,0,49,100474.47,2050.499387755102,5.0,17.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,13,3,4,0.3333333333333333,0.0,0.2,0.0,0.23076923076923078,0.17866666666666667
C10322,Customer_323,41,South,Business,42508,25,0,43,75513.11,1756.1188372093022,1.0,30.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,10,2,2,0.0,0.25,0.0,0.0,0.2,0.035
C10323,Customer_324,68,South,Standard,178077,47,0,43,97681.71,2271.6676744186047,3.0,17.666666666666668,0.0,0.0,7.0,3.0,2.0,3.0,3.0,0.0,10,1,2,0.2857142857142857,0.42857142857142855,0.0,0.0,0.1,0.12785714285714286
C10324,Customer_325,40,Central,Premium,79575,19,0,52,136272.21,2620.619423076923,3.0,12.666666666666666,0.0,1.0,4.0,2.0,0.0,4.0,4.0,0.0,7,2,3,0.0,0.5,0.3333333333333333,0.0,0.2857142857142857,0.10999999999999999
C10325,Customer_326,28,Central,Premium,236814,106,0,41,89782.77,2189.8236585365853,3.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,13,3,3,0.0,1.0,0.0,0.0,0.23076923076923078,0.065
C10326,Customer_327,27,South,Standard,175043,87,0,59,130208.71,2206.9272881355932,7.0,14.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,0.0,4,0,1,0.4,0.4,0.2857142857142857,0.0,0.0,0.3141428571428571
C10327,Customer_328,23,Central,Standard,181671,68,0,54,88144.39,1632.3035185185186,4.0,18.5,1.0,1.0,7.0,3.0,3.0,2.0,2.0,0.0,9,0,2,0.42857142857142855,0.42857142857142855,0.25,0.0,0.0,0.2142857142857143
C10328,Customer_329,37,East,Standard,243664,103,0,62,118125.05,1905.242741935484,1.0,17.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,10,5,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.08166666666666667
C10329,Customer_330,53,South,Standard,91914,8,0,54,112784.63,2088.6042592592594,5.0,14.2,0.0,1.0,6.0,4.0,2.0,2.0,1.0,0.0,12,2,4,0.3333333333333333,0.6666666666666666,0.2,0.0,0.16666666666666666,0.19866666666666669
C10330,Customer_331,68,Central,Premium,92055,110,0,50,110270.54,2205.4107999999997,3.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,4,0,2,0.25,0.25,0.3333333333333333,0.0,0.0,0.2
C10331,Customer_332,32,South,Standard,112697,20,0,45,117952.12000000001,2621.1582222222223,2.0,6.5,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,14,3,3,0.25,0.5,0.5,0.0,0.21428571428571427,0.14500000000000002
C10332,Customer_333,42,West,Premium,131239,96,1,67,133475.11,1992.165820895522,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,1.0,9,0,3,0.2,0.4,0.0,0.5,0.0,0.101
C10333,Customer_334,42,North,Standard,148106,24,1,51,98409.6,1929.6000000000001,4.0,11.25,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,6,1,1,0.25,0.25,0.0,0.0,0.16666666666666666,0.12000000000000001
C10334,Customer_335,66,South,Business,30355,120,1,50,66640.96,1332.8192000000001,2.0,10.5,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,13,1,3,0.25,0.75,0.0,0.0,0.07692307692307693,0.09000000000000001
C10335,Customer_336,50,North,Standard,79120,35,1,55,93601.93,1701.8532727272725,3.0,17.333333333333332,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9,2,3,0.0,0.0,0.0,0.0,0.2222222222222222,0.065
C10336,Customer_337,58,Central,Standard,230691,32,0,50,72433.62,1448.6724,3.0,11.333333333333334,1.0,0.0,7.0,5.0,1.0,2.0,2.0,0.0,11,3,2,0.14285714285714285,0.7142857142857143,0.0,0.0,0.2727272727272727,0.09642857142857143
C10337,Customer_338,58,North,Standard,63342,83,0,36,111131.5,3086.9861111111113,3.0,17.333333333333332,0.0,0.0,3.0,1.0,0.0,4.0,2.0,2.0,9,2,1,0.0,0.3333333333333333,0.0,0.5,0.2222222222222222,0.13
C10338,Customer_339,65,South,Premium,242064,109,0,62,123385.12,1990.0825806451612,3.0,16.333333333333332,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,7,0,2,0.4,0.2,0.3333333333333333,0.0,0.0,0.182
C10339,Customer_340,28,West,Premium,234932,34,1,47,104577.68000000001,2225.057021276596,4.0,18.25,0.0,0.0,7.0,0.0,6.0,1.0,0.0,1.0,10,3,2,0.8571428571428571,0.0,0.0,1.0,0.3,0.3385714285714286
C10340,Customer_341,47,Central,Premium,27257,44,0,51,113377.63,2223.0907843137256,5.0,16.6,0.0,0.0,4.0,1.0,3.0,3.0,3.0,0.0,16,4,4,0.75,0.25,0.0,0.0,0.25,0.215
C10341,Customer_342,47,South,Standard,52364,117,0,63,107428.31,1705.2112698412698,2.0,15.5,0.0,2.0,6.0,3.0,2.0,1.0,1.0,0.0,8,1,3,0.3333333333333333,0.5,1.0,0.0,0.125,0.22666666666666668
C10342,Customer_343,54,Central,Standard,181044,80,0,68,141557.99,2081.7351470588233,1.0,11.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,0.0,11,2,1,0.0,0.6666666666666666,1.0,0.0,0.18181818181818182,0.12
C10343,Customer_344,41,East,Standard,136715,12,0,44,49911.29,1134.3475,3.0,9.666666666666666,1.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,7,2,1,0.25,0.5,0.3333333333333333,0.5,0.2857142857142857,0.19499999999999998
C10344,Customer_345,50,North,Standard,51654,113,0,47,94149.51,2003.181063829787,3.0,5.666666666666667,0.0,1.0,8.0,4.0,2.0,0.0,0.0,0.0,7,3,1,0.25,0.5,0.3333333333333333,0.0,0.42857142857142855,0.16999999999999998
C10345,Customer_346,53,East,Standard,236841,117,0,46,62505.67,1358.8189130434782,3.0,19.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,6,2,2,0.25,0.5,0.0,0.0,0.3333333333333333,0.10500000000000001
C10346,Customer_347,48,South,Business,106423,38,0,40,91753.88,2293.847,2.0,27.0,1.0,0.0,3.0,1.0,2.0,4.0,3.0,0.0,9,2,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1433333333333333
C10347,Customer_348,67,West,Business,54320,36,1,45,91893.86,2042.0857777777778,4.0,16.25,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,7,1,1,0.0,0.5,0.0,0.0,0.14285714285714285,0.08
C10348,Customer_349,53,Central,Business,45808,75,0,44,97798.19,2222.6861363636363,6.0,18.5,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,11,1,4,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.09090909090909091,0.22666666666666666
C10349,Customer_350,25,North,Premium,77389,108,0,47,82803.48,1761.776170212766,2.0,7.5,1.0,0.0,8.0,2.0,3.0,1.0,1.0,0.0,11,3,2,0.375,0.25,0.0,0.0,0.2727272727272727,0.14
C10350,Customer_351,68,Central,Standard,143581,30,0,56,108454.22,1936.6825000000001,3.0,15.666666666666666,0.0,1.0,5.0,4.0,1.0,2.0,1.0,0.0,17,3,4,0.2,0.8,0.3333333333333333,0.0,0.17647058823529413,0.146
C10351,Customer_352,39,South,Standard,152927,13,0,40,94247.97,2356.19925,2.0,10.0,1.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,4,0,1,0.4,0.2,0.0,0.0,0.0,0.172
