product_id,customer_id,product_type,start_date,status
P639,C10482,Credit Card,2025-12-28,Pending
P640,C10654,Loan,2024-04-29,Active
P641,C10606,Loan,2024-08-17,Closed
P642,C10149,Investment,2022-01-24,Active
P643,C10300,Investment,2024-03-12,Closed
P644,C10489,Loan,2024-08-21,Active
P645,C10963,Loan,2022-11-17,Pending
P646,C10477,Loan,2024-10-18,Active
P647,C10261,Insurance,2023-12-03,Pending
P648,C10968,Credit Card,2025-12-12,Closed
P649,C10200,Loan,2024-08-19,Active
P650,C10989,Credit Card,2024-01-09,Active
P651,C10180,Investment,2023-03-04,Pending
P652,C10802,Savings,2022-01-02,Closed
P653,C10071,Insurance,2022-12-30,Closed
P654,C10873,Investment,2025-11-23,Active
P655,C10355,Loan,2022-11-16,Closed
P656,C10268,Investment,2022-02-25,Active
P657,C10466,Loan,2023-10-04,Pending
P658,C10707,Insurance,2025-02-06,Active
P659,C10482,Savings,2024-03-27,Active
P660,C10581,Insurance,2025-04-04,Closed
P661,C10641,Credit Card,2025-05-28,Closed
P662,C10741,Investment,2022-07-04,Active
P663,C10863,Investment,2023-02-20,Active
P664,C10203,Savings,2025-12-18,Active
P665,C10327,Insurance,2023-01-29,Active
P666,C10619,Credit Card,2023-01-06,Active
P667,C10020,Investment,2025-09-24,Active
P668,C10763,Credit Card,2023-05-04,Closed
P669,C10089,Loan,2025-07-13,Active
P670,C10653,Investment,2023-11-29,Active
P671,C10157,Credit Card,2025-12-26,Active
P672,C10730,Investment,2024-01-29,Active
P673,C10517,Insurance,2025-02-20,Active
P674,C10670,Savings,2022-08-07,Active
P675,C10386,Credit Card,2022-04-24,Active
P676,C10487,Savings,2023-04-24,Closed
P677,C10080,Insurance,2022-10-15,Active
P678,C10600,Savings,2022-01-25,Active
P679,C10844,Loan,2022-08-24,Active
P680,C10645,Credit Card,2023-03-05,Active
P681,C10869,Insurance,2022-12-17,Active
P682,C10124,Insurance,2023-11-27,Active
P683,C10582,Credit Card,2022-10-13,Active
P684,C10549,Savings,2022-03-28,Closed
P685,C10936,Credit Card,2023-01-16,Active
P686,C10418,Savings,2025-04-21,Active
P687,C10732,Credit Card,2024-04-18,Active
P688,C10427,Loan,2024-02-09,Active
P689,C10074,Investment,2025-03-10,Active
P690,C10836,Insurance,2023-03-13,Active
P691,C10580,Investment,2023-03-05,Active
P692,C10345,Credit Card,2022-07-27,Pending
P693,C10318,Insurance,2023-08-05,Pending
P694,C10980,Credit Card,2025-04-05,Closed
P695,C10033,Savings,2025-09-15,Active
P696,C10452,Loan,2024-01-23,Active
P697,C10614,Investment,2025-03-28,Active
P698,C10002,Insurance,2023-12-27,Active
P699,C10002,Insurance,2023-09-30,Active
P700,C10873,Insurance,2024-01-11,Active
P701,C10420,Investment,2023-03-11,Active
P702,C10280,Credit Card,2022-01-06,Closed
P703,C10262,Insurance,2023-03-22,Active
P704,C10485,Loan,2024-01-21,Active
P705,C10080,Credit Card,2025-08-01,Active
P706,C10607,Insurance,2024-07-15,Active
P707,C10971,Insurance,2025-06-13,Closed
P708,C10263,Loan,2023-08-11,Active
P709,C10153,Credit Card,2025-10-04,Active
P710,C10194,Investment,2022-07-02,Active
P711,C10159,Loan,2023-08-27,Closed
P712,C10696,Investment,2024-08-25,Active
P713,C10613,Insurance,2022-03-17,Closed
P714,C10965,Credit Card,2023-09-13,Active
P715,C10687,Loan,2023-04-30,Pending
P716,C10614,Insurance,2024-11-21,Active
P717,C10645,Loan,2025-07-27,Active
P718,C10041,Insurance,2022-10-22,Active
P719,C10465,Loan,2025-06-09,Active
P720,C10118,Loan,2022-05-11,Active
P721,C10746,Insurance,2024-02-17,Active
P722,C10817,Credit Card,2023-07-20,Active
P723,C10524,Savings,2022-11-01,Active
P724,C10778,Credit Card,2024-09-02,Closed
P725,C10382,Insurance,2025-04-18,Active
P726,C10917,Loan,2024-06-01,Active
P727,C10705,Insurance,2023-02-09,Pending
P728,C10601,Credit Card,2024-06-20,Pending
P729,C10522,Investment,2022-05-17,Active
P730,C10786,Loan,2024-06-26,Pending
P731,C10454,Insurance,2024-09-30,Closed
P732,C10087,Insurance,2022-03-10,Active
P733,C10872,Credit Card,2025-06-29,Active
P734,C10525,Savings,2022-05-03,Active
P735,C10608,Insurance,2025-11-03,Active
P736,C10202,Insurance,2025-07-20,Active
P737,C10695,Savings,2023-02-06,Pending
P738,C10259,Investment,2025-06-25,Active
P739,C10463,Savings,2024-06-25,Active
P740,C10916,Insurance,2025-04-15,Active
P741,C10137,Loan,2025-10-17,Pending
P742,C10474,Investment,2025-03-20,Active
P743,C10895,Insurance,2025-01-29,Closed
P744,C10560,Investment,2025-03-10,Active
P745,C10433,Investment,2022-11-28,Closed
P746,C10801,Loan,2024-04-06,Active
P747,C10648,Investment,2023-12-11,Active
P748,C10149,Credit Card,2024-03-31,Active
P749,C10433,Credit Card,2025-03-07,Active
P750,C10885,Investment,2025-06-16,Closed
P751,C10790,Loan,2025-03-27,Active
P752,C10583,Savings,2022-07-27,Active
P753,C10158,Insurance,2025-02-11,Pending
P754,C10971,Investment,2024-05-27,Active
P755,C10048,Credit Card,2023-07-07,Active
P756,C10277,Credit Card,2023-02-16,Pending
P757,C10173,Loan,2023-02-07,Active
P758,C10995,Insurance,2024-05-02,Active
P759,C10763,Credit Card,2024-01-25,Active
P760,C10309,Investment,2023-09-13,Active
P761,C10260,Loan,2024-05-28,Active
P762,C10145,Savings,2022-09-27,Active
P763,C10651,Investment,2022-05-17,Active
P764,C10750,Insurance,2024-01-20,Active
P765,C10117,Investment,2025-11-15,Active
P766,C10339,Loan,2023-07-19,Closed
P767,C10874,Savings,2024-08-04,Active
P768,C10708,Insurance,2024-05-31,Active
P769,C10807,Insurance,2025-12-31,Active
P770,C10812,Insurance,2024-04-07,Closed
P771,C10156,Credit Card,2023-02-08,Active
P772,C10121,Savings,2025-04-21,Active
P773,C10128,Credit Card,2022-12-15,Active
P774,C10721,Investment,2022-06-02,Active
P775,C10686,Savings,2024-01-17,Active
P776,C10361,Loan,2022-05-11,Active
P777,C10764,Savings,2025-08-12,Pending
P778,C10798,Credit Card,2024-09-05,Active
P779,C10520,Investment,2025-09-06,Active
P780,C10184,Insurance,2023-06-13,Active
P781,C10726,Loan,2023-04-28,Active
P782,C10388,Savings,2025-07-15,Active
P783,C10990,Insurance,2023-04-07,Active
P784,C10530,Credit Card,2025-08-26,Pending
P785,C10291,Loan,2024-02-06,Active
P786,C10581,Investment,2025-08-17,Pending
P787,C10296,Investment,2023-04-01,Active
P788,C10029,Credit Card,2023-06-09,Active
P789,C10770,Savings,2022-04-03,Active
P790,C10092,Investment,2024-11-05,Active
P791,C10538,Credit Card,2025-12-04,Active
P792,C10706,Savings,2022-05-26,Active
P793,C10933,Credit Card,2025-04-23,Active
P794,C10936,Savings,2022-06-17,Active
P795,C10048,Insurance,2025-03-14,Active
P796,C10455,Insurance,2024-11-02,Active
P797,C10646,Savings,2023-06-11,Active
P798,C10842,Investment,2023-05-01,Active
P799,C10417,Investment,2022-04-14,Active
P800,C10498,Insurance,2025-11-23,Active
P801,C10198,Loan,2022-07-22,Active
P802,C10006,Investment,2024-01-09,Active
P803,C10837,Loan,2022-04-30,Active
P804,C10766,Insurance,2024-04-03,Active
P805,C10317,Insurance,2023-08-12,Closed
P806,C10272,Insurance,2024-02-18,Active
P807,C10385,Loan,2025-09-03,Pending
P808,C10777,Insurance,2023-04-03,Active
P809,C10113,Investment,2023-01-14,Active
P810,C10892,Credit Card,2023-03-26,Active
P811,C10821,Loan,2022-03-05,Active
P812,C10509,Savings,2022-12-30,Active
P813,C10169,Savings,2022-05-15,Active
P814,C10693,Savings,2024-06-26,Closed
P815,C10405,Credit Card,2022-02-18,Active
P816,C10004,Credit Card,2022-09-11,Active
P817,C10463,Savings,2024-03-25,Closed
P818,C10748,Loan,2025-02-05,Closed
P819,C10026,Savings,2022-03-25,Closed
P820,C10327,Savings,2022-01-28,Active
P821,C10504,Loan,2025-04-11,Active
P822,C10716,Credit Card,2025-04-11,Active
P823,C10435,Investment,2025-06-06,Closed
P824,C10019,Investment,2025-05-25,Closed
P825,C10839,Loan,2023-03-10,Active
P826,C10872,Loan,2023-10-31,Active
P827,C10878,Loan,2024-07-14,Active
P828,C10332,Savings,2022-09-29,Active
P829,C10711,Loan,2024-12-05,Active
P830,C10170,Insurance,2022-03-01,Active
P831,C10010,Insurance,2023-01-28,Active
P832,C10814,Insurance,2022-06-23,Active
P833,C10483,Credit Card,2024-07-22,Active
P834,C10897,Loan,2022-11-24,Closed
P835,C10493,Insurance,2022-04-26,Active
P836,C10526,Investment,2025-08-01,Closed
P837,C10363,Insurance,2024-08-17,Active
P838,C10357,Insurance,2024-10-26,Active
P839,C10834,Investment,2025-05-26,Active
P840,C10303,Investment,2025-04-20,Closed
P841,C10239,Insurance,2023-11-03,Active
P842,C10157,Investment,2022-03-17,Closed
P843,C10539,Loan,2025-12-13,Closed
P844,C10849,Savings,2025-07-02,Active
P845,C10970,Credit Card,2023-11-22,Closed
P846,C10960,Insurance,2022-02-17,Active
P847,C10200,Savings,2024-08-18,Active
P848,C10934,Credit Card,2022-03-10,Active
P849,C10553,Insurance,2023-09-30,Active
P850,C10648,Savings,2025-06-25,Active
P851,C10952,Credit Card,2025-09-16,Closed
P852,C10008,Insurance,2023-08-23,Active
P853,C10546,Savings,2025-01-21,Active
P854,C10381,Savings,2022-11-02,Active
P855,C10061,Loan,2022-10-19,Active
P856,C10946,Investment,2023-03-08,Active
P857,C10089,Investment,2022-01-13,Active
P858,C10421,Insurance,2025-10-26,Active
P859,C10868,Savings,2024-08-25,Closed
P860,C10125,Savings,2022-04-12,Closed
P861,C10227,Savings,2022-11-27,Active
P862,C10050,Loan,2023-10-14,Active
P863,C10242,Investment,2024-07-03,Pending
P864,C10051,Investment,2023-01-22,Active
P865,C10423,Credit Card,2023-11-18,Active
P866,C10596,Loan,2022-07-30,Active
P867,C10755,Loan,2022-03-13,Active
P868,C10866,Savings,2024-03-14,Active
P869,C10903,Insurance,2022-11-12,Active
P870,C10374,Loan,2023-01-08,Active
P871,C10922,Insurance,2023-05-03,Active
P872,C10979,Investment,2022-04-11,Pending
P873,C10964,Investment,2023-04-10,Active
P874,C10021,Savings,2024-05-07,Active
P875,C10322,Investment,2023-09-24,Active
P876,C10070,Savings,2022-07-08,Active
P877,C10945,Investment,2022-07-07,Active
P878,C10225,Insurance,2024-08-29,Active
P879,C10615,Savings,2022-01-27,Active
P880,C10828,Investment,2023-01-14,Active
P881,C10626,Insurance,2023-02-09,Active
P882,C10784,Insurance,2025-02-25,Active
P883,C10711,Savings,2022-08-20,Pending
P884,C10823,Savings,2024-09-19,Active
P885,C10133,Savings,2022-01-11,Active
P886,C10884,Credit Card,2023-09-04,Active
P887,C10050,Investment,2023-08-09,Active
P888,C10534,Loan,2025-01-22,Active
P889,C10262,Loan,2025-11-08,Active
P890,C10081,Credit Card,2024-12-07,Active
P891,C10981,Savings,2025-04-20,Active
P892,C10210,Credit Card,2024-06-29,Active
P893,C10121,Savings,2022-01-06,Active
P894,C10262,Loan,2022-12-24,Closed
P895,C10273,Credit Card,2022-09-23,Active
P896,C10305,Insurance,2022-04-20,Closed
P897,C10025,Credit Card,2023-11-01,Active
P898,C10497,Credit Card,2023-01-22,Active
P899,C10136,Savings,2024-05-03,Active
P900,C10061,Investment,2023-04-25,Active
P901,C10488,Insurance,2023-08-07,Active
P902,C10175,Investment,2025-11-16,Active
P903,C10680,Savings,2022-09-29,Closed
P904,C10520,Savings,2023-12-24,Active
P905,C10912,Savings,2024-01-29,Closed
P906,C10647,Insurance,2022-10-28,Active
P907,C10657,Credit Card,2025-05-28,Active
P908,C10449,Investment,2025-12-17,Pending
P909,C10687,Loan,2023-08-08,Active
P910,C10340,Insurance,2022-10-20,Active
P911,C10089,Credit Card,2022-04-13,Active
P912,C10801,Investment,2025-05-28,Active
P913,C10434,Savings,2025-04-09,Active
P914,C10483,Investment,2025-05-23,Closed
P915,C10810,Insurance,2024-10-31,Active
P916,C10275,Credit Card,2025-04-25,Active
P917,C10497,Loan,2025-08-18,Active
P918,C10561,Investment,2022-06-12,Pending
P919,C10683,Credit Card,2025-06-26,Active
P920,C10049,Credit Card,2025-02-13,Active
P921,C10691,Investment,2023-11-21,Closed
P922,C10760,Savings,2023-06-09,Pending
P923,C10377,Loan,2025-07-31,Pending
P924,C10424,Insurance,2024-02-18,Active
P925,C10857,Credit Card,2025-03-23,Active
P926,C10348,Insurance,2024-11-30,Active
P927,C10960,Credit Card,2022-03-13,Active
P928,C10458,Loan,2022-03-22,Pending
P929,C10175,Savings,2025-10-04,Active
P930,C10817,Savings,2024-09-13,Active
P931,C10530,Insurance,2024-06-24,Active
P932,C10301,Insurance,2022-11-11,Active
P933,C10535,Investment,2025-05-03,Active
P934,C10975,Savings,2024-11-22,Active
P935,C10102,Insurance,2022-12-22,Active
P936,C10839,Loan,2024-11-06,Closed
P937,C10733,Credit Card,2023-06-26,Closed
P938,C10284,Savings,2022-08-16,Active
P939,C10734,Credit Card,2025-06-24,Pending
P940,C10830,Investment,2025-06-24,Active
P941,C10055,Loan,2024-12-06,Active
P942,C10895,Savings,2022-03-29,Active
P943,C10922,Credit Card,2025-04-19,Active
P944,C10977,Credit Card,2022-07-23,Active
P945,C10132,Credit Card,2025-09-21,Active
P946,C10739,Credit Card,2025-03-28,Active
P947,C10259,Investment,2023-11-07,Active
P948,C10235,Loan,2022-03-18,Active
P949,C10468,Loan,2025-08-07,Active
P950,C10449,Credit Card,2025-07-16,Active
P951,C10957,Credit Card,2025-06-09,Pending
P952,C10199,Credit Card,2023-09-11,Active
P953,C10185,Investment,2025-10-24,Pending
P954,C10302,Savings,2023-08-09,Active
P955,C10385,Credit Card,2022-06-13,Active
P956,C10845,Loan,2024-10-06,Active
P957,C10261,Insurance,2025-04-06,Active
P958,C10540,Loan,2022-03-10,Active
P959,C10576,Investment,2023-08-25,Closed
P960,C10323,Loan,2025-05-22,Active
P961,C10720,Loan,2022-06-05,Active
P962,C10111,Insurance,2023-05-31,Active
P963,C10823,Investment,2024-04-22,Active
P964,C10160,Loan,2024-12-09,Active
P965,C10597,Savings,2023-10-30,Active
P966,C10639,Investment,2025-07-25,Active
P967,C10373,Credit Card,2025-04-20,Active
P968,C10454,Credit Card,2025-12-08,Active
P969,C10999,Loan,2023-07-24,Closed
P970,C10080,Credit Card,2024-02-10,Active
P971,C10833,Investment,2023-08-06,Active
P972,C10319,Investment,2023-01-27,Active
P973,C10949,Savings,2023-08-18,Active
P974,C10259,Loan,2025-12-10,Active
P975,C10529,Loan,2023-06-28,Active
P976,C10451,Savings,2025-05-15,Pending
P977,C10649,Savings,2024-12-20,Active
P978,C10284,Credit Card,2025-12-01,Closed
P979,C10254,Investment,2025-10-18,Pending
P980,C10969,Insurance,2025-03-30,Closed
P981,C10716,Loan,2025-09-05,Active
P982,C10005,Insurance,2023-08-23,Pending
P983,C10215,Insurance,2022-03-19,Active
P984,C10215,Credit Card,2024-06-18,Active
P985,C10720,Insurance,2025-07-18,Active
P986,C10114,Loan,2025-12-31,Active
P987,C10469,Savings,2022-03-13,Closed
P988,C10138,Credit Card,2025-03-21,Active
P989,C10256,Insurance,2022-02-08,Closed
P990,C10728,Savings,2022-05-02,Active
P991,C10738,Investment,2025-04-18,Active
P992,C10097,Savings,2025-09-19,Active
P993,C10169,Credit Card,2025-05-05,Pending
P994,C10084,Loan,2025-07-22,Active
P995,C10405,Insurance,2022-07-25,Pending
P996,C10088,Insurance,2022-10-29,Pending
P997,C10449,Savings,2024-10-18,Closed
P998,C10681,Insurance,2022-08-18,Active
P999,C10849,Credit Card,2023-10-24,Active
P1000,C10530,Savings,2024-12-28,Active
P1001,C10919,Insurance,2025-09-21,Active
P1002,C10379,Insurance,2024-05-02,Closed
P1003,C10296,Credit Card,2022-04-06,Closed
P1004,C10776,Loan,2022-03-29,Closed
P1005,C10959,Credit Card,2022-02-03,Active
P1006,C10580,Credit Card,2023-03-21,Active
P1007,C10838,Credit Card,2025-07-13,Closed
P1008,C10638,Savings,2022-10-24,Closed
P1009,C10930,Loan,2024-10-01,Active
P1010,C10409,Savings,2023-07-17,Active
P1011,C10695,Savings,2023-03-23,Active
P1012,C10168,Savings,2023-07-11,Active
P1013,C10059,Investment,2025-09-26,Active
P1014,C10595,Credit Card,2022-12-05,Active
P1015,C10296,Insurance,2025-08-30,Active
P1016,C10542,Savings,2024-10-14,Active
P1017,C10107,Investment,2024-12-25,Closed
P1018,C10116,Credit Card,2024-11-12,Active
P1019,C10355,Savings,2023-07-14,Active
P1020,C10122,Savings,2024-05-12,Active
P1021,C10672,Credit Card,2023-10-20,Closed
P1022,C10722,Investment,2022-04-23,Active
P1023,C10417,Investment,2024-09-17,Pending
P1024,C10263,Investment,2022-09-29,Active
P1025,C10290,Loan,2025-11-20,Closed
P1026,C10179,Savings,2024-07-19,Active
P1027,C10656,Investment,2025-05-27,Active
P1028,C10267,Credit Card,2023-09-14,Active
P1029,C10316,Loan,2023-02-14,Active
P1030,C10737,Credit Card,2023-09-20,Active
P1031,C10351,Credit Card,2022-11-18,Active
P1032,C10848,Loan,2025-05-24,Active
P1033,C10736,Savings,2024-09-11,Active
P1034,C10827,Credit Card,2023-02-03,Closed
P1035,C10615,Loan,2022-02-28,Active
P1036,C10925,Savings,2023-12-27,Active
P1037,C10270,Savings,2024-11-17,Active
P1038,C10858,Insurance,2025-07-29,Active
P1039,C10577,Insurance,2023-05-15,Pending
P1040,C10917,Loan,2025-04-21,Active
P1041,C10324,Credit Card,2023-07-15,Active
P1042,C10147,Investment,2025-11-29,Active
P1043,C10803,Credit Card,2024-12-01,Pending
P1044,C10130,Loan,2023-05-03,Active
P1045,C10487,Loan,2022-08-06,Active
P1046,C10776,Insurance,2024-09-29,Active
P1047,C10447,Savings,2025-10-23,Active
P1048,C10657,Savings,2025-06-07,Active
P1049,C10902,Investment,2022-06-25,Active
P1050,C10120,Insurance,2025-04-14,Active
P1051,C10341,Savings,2023-06-29,Active
P1052,C10038,Savings,2025-10-13,Pending
P1053,C10894,Loan,2024-01-04,Active
P1054,C10307,Credit Card,2022-12-27,Active
P1055,C10362,Insurance,2023-08-19,Active
P1056,C10081,Savings,2022-08-31,Active
P1057,C10389,Investment,2023-12-26,Active
P1058,C10962,Savings,2022-01-21,Pending
P1059,C10297,Insurance,2022-11-09,Active
P1060,C10477,Loan,2025-11-16,Active
P1061,C10759,Insurance,2025-07-14,Active
P1062,C10429,Loan,2022-10-31,Active
P1063,C10501,Investment,2023-02-11,Pending
P1064,C10550,Savings,2022-09-02,Active
P1065,C10546,Credit Card,2025-07-01,Closed
P1066,C10634,Investment,2024-01-26,Active
P1067,C10656,Savings,2023-11-20,Pending
P1068,C10563,Investment,2023-09-11,Pending
P1069,C10837,Investment,2023-02-07,Active
P1070,C10886,Insurance,2024-11-13,Active
P1071,C10300,Investment,2025-01-12,Active
P1072,C10619,Credit Card,2025-08-13,Active
P1073,C10796,Investment,2024-10-28,Active
P1074,C10546,Insurance,2023-11-12,Closed
P1075,C10668,Credit Card,2025-02-26,Closed
P1076,C10477,Investment,2025-01-03,Closed
P1077,C10328,Credit Card,2024-05-08,Active
P1078,C10244,Investment,2025-10-26,Active
P1079,C10795,Savings,2023-10-05,Active
P1080,C10599,Investment,2024-12-30,Closed
P1081,C10947,Savings,2024-11-10,Active
P1082,C10354,Insurance,2025-12-14,Pending
P1083,C10505,Savings,2022-04-30,Active
P1084,C10673,Insurance,2022-09-10,Active
P1085,C10206,Loan,2024-08-07,Active
P1086,C10711,Savings,2024-07-10,Closed
P1087,C10850,Insurance,2024-03-12,Active
P1088,C10194,Savings,2025-03-15,Active
P1089,C10067,Investment,2024-12-16,Closed
P1090,C10162,Savings,2022-09-05,Active
P1091,C10293,Insurance,2023-07-16,Active
P1092,C10618,Credit Card,2023-08-18,Active
P1093,C10803,Loan,2024-03-23,Active
P1094,C10848,Credit Card,2025-06-20,Active
P1095,C10369,Insurance,2023-12-14,Active
P1096,C10707,Credit Card,2023-11-27,Active
P1097,C10776,Loan,2023-06-30,Active
P1098,C10985,Savings,2024-03-17,Active
P1099,C10486,Savings,2024-08-20,Active
P1100,C10242,Loan,2023-10-20,Active
P1101,C10703,Investment,2022-04-20,Pending
P1102,C10913,Credit Card,2024-06-08,Active
P1103,C10461,Credit Card,2022-10-29,Pending
P1104,C10158,Loan,2025-11-14,Active
P1105,C10988,Credit Card,2025-10-12,Closed
P1106,C10183,Credit Card,2022-09-09,Pending
P1107,C10896,Investment,2023-10-06,Active
P1108,C10959,Credit Card,2025-10-06,Active
P1109,C10034,Credit Card,2022-09-18,Active
P1110,C10604,Loan,2023-02-13,Active
P1111,C10633,Credit Card,2023-11-23,Closed
P1112,C10330,Credit Card,2024-07-04,Active
P1113,C10850,Credit Card,2025-03-30,Active
P1114,C10675,Savings,2023-10-25,Active
P1115,C10606,Insurance,2023-01-14,Closed
P1116,C10157,Loan,2025-07-08,Active
P1117,C10176,Loan,2023-10-28,Active
P1118,C10290,Investment,2024-06-01,Pending
P1119,C10554,Savings,2022-09-11,Active
P1120,C10939,Investment,2025-05-07,Active
P1121,C10794,Credit Card,2022-12-28,Active
P1122,C10936,Insurance,2022-09-06,Active
P1123,C10292,Savings,2024-11-23,Active
P1124,C10209,Credit Card,2023-12-25,Active
P1125,C10841,Investment,2024-12-30,Pending
P1126,C10625,Loan,2025-08-28,Active
P1127,C10114,Loan,2022-05-04,Active
P1128,C10587,Insurance,2025-10-14,Pending
P1129,C10408,Loan,2024-04-26,Active
P1130,C10310,Insurance,2023-09-28,Active
P1131,C10388,Loan,2024-09-04,Closed
P1132,C10935,Loan,2022-01-10,Active
P1133,C10890,Loan,2024-09-14,Active
P1134,C10374,Credit Card,2022-11-05,Active
P1135,C10860,Loan,2024-03-13,Active
P1136,C10102,Savings,2024-10-06,Active
P1137,C10393,Investment,2022-02-27,Active
P1138,C10137,Insurance,2024-09-04,Active
P1139,C10173,Loan,2024-05-11,Closed
P1140,C10955,Insurance,2022-01-26,Closed
P1141,C10978,Insurance,2025-01-16,Active
P1142,C10746,Savings,2022-04-01,Active
P1143,C10605,Savings,2024-12-29,Closed
P1144,C10305,Insurance,2024-08-31,Active
P1145,C10938,Insurance,2023-10-06,Pending
P1146,C10306,Investment,2022-09-03,Active
P1147,C10809,Savings,2025-12-03,Active
P1148,C10780,Investment,2025-10-20,Pending
P1149,C10214,Investment,2025-01-26,Active
P1150,C10999,Investment,2022-08-10,Active
P1151,C10321,Investment,2022-10-15,Active
P1152,C10981,Savings,2024-09-05,Active
P1153,C10109,Investment,2022-09-10,Active
P1154,C10804,Savings,2023-10-07,Active
P1155,C10340,Credit Card,2022-09-14,Active
P1156,C10728,Loan,2024-07-08,Active
P1157,C10506,Insurance,2024-05-22,Active
P1158,C10864,Insurance,2025-06-28,Active
P1159,C10628,Insurance,2023-02-14,Active
P1160,C10011,Investment,2023-04-08,Active
P1161,C10298,Savings,2023-12-02,Active
P1162,C10223,Investment,2022-11-06,Pending
P1163,C10186,Savings,2025-07-03,Active
P1164,C10708,Investment,2025-05-01,Closed
P1165,C10599,Savings,2025-02-02,Active
P1166,C10188,Credit Card,2025-05-02,Active
P1167,C10022,Savings,2025-06-01,Active
P1168,C10213,Investment,2024-02-29,Active
P1169,C10538,Savings,2024-09-18,Active
P1170,C10274,Insurance,2025-05-14,Active
P1171,C10930,Loan,2023-12-16,Closed
P1172,C10885,Credit Card,2023-06-27,Closed
P1173,C10847,Insurance,2025-07-19,Active
P1174,C10465,Insurance,2024-11-14,Active
P1175,C10492,Investment,2025-04-08,Closed
P1176,C10518,Savings,2024-07-03,Active
P1177,C10109,Credit Card,2022-04-30,Active
P1178,C10399,Investment,2025-08-07,Pending
P1179,C10544,Insurance,2022-05-14,Active
P1180,C10356,Savings,2025-12-22,Active
P1181,C10292,Credit Card,2025-11-02,Pending
P1182,C10150,Loan,2024-06-15,Active
P1183,C10393,Credit Card,2025-02-24,Active
P1184,C10403,Loan,2023-11-03,Closed
P1185,C10831,Investment,2023-01-02,Active
P1186,C10782,Loan,2024-02-26,Active
P1187,C10690,Loan,2024-01-24,Closed
P1188,C10229,Savings,2024-11-14,Closed
P1189,C10208,Loan,2022-08-22,Closed
P1190,C10722,Credit Card,2023-10-04,Active
P1191,C10031,Investment,2022-02-14,Closed
P1192,C10621,Loan,2025-07-18,Active
P1193,C10526,Savings,2025-01-31,Active
P1194,C10694,Savings,2024-08-19,Active
P1195,C10161,Investment,2022-04-13,Active
P1196,C10697,Credit Card,2025-10-08,Active
P1197,C10297,Investment,2024-07-29,Pending
P1198,C10819,Investment,2024-09-04,Active
P1199,C10241,Loan,2024-01-31,Active
P1200,C10808,Insurance,2025-11-20,Closed
P1201,C10913,Insurance,2022-02-01,Closed
P1202,C10335,Insurance,2024-01-10,Active
P1203,C10003,Credit Card,2023-04-18,Closed
P1204,C10661,Insurance,2025-02-06,Active
P1205,C10563,Investment,2023-07-07,Active
P1206,C10276,Credit Card,2023-07-22,Closed
P1207,C10903,Insurance,2023-03-26,Active
P1208,C10454,Investment,2023-12-21,Active
P1209,C10376,Loan,2023-04-18,Active
P1210,C10209,Insurance,2022-08-06,Closed
P1211,C10888,Credit Card,2023-02-05,Pending
P1212,C10392,Credit Card,2023-08-08,Active
P1213,C10362,Loan,2025-06-23,Active
P1214,C10109,Investment,2023-05-27,Active
P1215,C10306,Investment,2022-09-01,Closed
P1216,C10397,Savings,2023-10-09,Active
P1217,C10891,Credit Card,2023-07-22,Active
P1218,C10658,Savings,2024-04-06,Closed
P1219,C10036,Credit Card,2023-12-17,Active
P1220,C10851,Savings,2022-02-11,Active
P1221,C10935,Insurance,2022-03-11,Active
P1222,C10856,Loan,2023-09-23,Active
P1223,C10102,Insurance,2023-06-06,Active
P1224,C10593,Investment,2025-03-03,Closed
P1225,C10953,Loan,2025-11-22,Pending
P1226,C10103,Investment,2023-07-21,Closed
P1227,C10829,Insurance,2023-10-24,Closed
P1228,C10984,Loan,2025-12-05,Closed
P1229,C10075,Insurance,2024-05-31,Active
P1230,C10968,Loan,2025-03-15,Active
P1231,C10540,Investment,2023-04-12,Active
P1232,C10587,Credit Card,2025-02-02,Closed
P1233,C10436,Credit Card,2022-03-11,Active
P1234,C10113,Savings,2025-07-19,Active
P1235,C10002,Savings,2025-10-06,Active
P1236,C10637,Savings,2025-07-06,Pending
P1237,C10880,Insurance,2024-10-23,Active
P1238,C10270,Savings,2024-04-29,Active
P1239,C10560,Savings,2024-06-22,Active
P1240,C10682,Credit Card,2023-02-08,Active
P1241,C10423,Savings,2022-09-29,Active
P1242,C10443,Loan,2022-10-19,Active
P1243,C10443,Loan,2025-08-28,Closed
P1244,C10385,Insurance,2022-09-29,Active
P1245,C10295,Loan,2025-02-14,Active
P1246,C10558,Investment,2024-11-10,Active
P1247,C10870,Savings,2022-09-17,Active
P1248,C10737,Loan,2024-03-22,Active
P1249,C10103,Credit Card,2023-11-08,Pending
P1250,C10582,Investment,2023-03-12,Active
P1251,C10311,Loan,2022-05-19,Pending
P1252,C10246,Insurance,2025-05-02,Active
P1253,C10558,Credit Card,2024-02-27,Active
P1254,C10855,Credit Card,2022-08-30,Active
P1255,C10956,Credit Card,2022-11-18,Active
P1256,C10840,Credit Card,2024-11-19,Active
P1257,C10200,Savings,2025-06-27,Active
P1258,C10278,Insurance,2025-04-22,Active
P1259,C10395,Credit Card,2023-02-08,Active
P1260,C10978,Investment,2023-12-14,Active
P1261,C10505,Insurance,2022-12-26,Active
P1262,C10609,Credit Card,2025-02-22,Active
P1263,C10262,Investment,2023-01-22,Active
P1264,C10015,Investment,2024-05-04,Pending
