transaction_id,customer_id,transaction_date,amount,transaction_type,merchant_category
T9393,C10986,2025-11-24,943.44,Withdrawal,Utilities
T9394,C10209,2026-03-06,801.13,Withdrawal,Food
T9395,C10748,2025-06-12,1027.57,Withdrawal,Retail
T9396,C10867,2025-12-24,256.77,Transfer,Utilities
T9397,C10830,2025-11-25,2901.73,Purchase,Healthcare
T9398,C10048,2026-02-18,1705.64,Purchase,Entertainment
T9399,C10114,2026-08-18,848.79,Payment,Travel
T9400,C10154,2026-04-21,980.92,Transfer,Utilities
T9401,C10648,2026-04-01,2464.61,Transfer,Retail
T9402,C10502,2025-06-01,8347.91,Transfer,Food
T9403,C10678,2026-06-22,5072.42,Withdrawal,Healthcare
T9404,C10832,2026-02-19,1320.49,Transfer,Retail
T9405,C10710,2025-12-09,481.73,Payment,Retail
T9406,C10985,2026-01-21,236.68,Purchase,Healthcare
T9407,C10070,2025-06-16,1239.79,Purchase,Retail
T9408,C10518,2026-04-17,501.08,Payment,Retail
T9409,C10711,2025-05-20,1280.75,Payment,Food
T9410,C10335,2025-08-17,1466.52,Withdrawal,Utilities
T9411,C10066,2025-03-14,2246.05,Transfer,Retail
T9412,C10492,2026-03-04,339.84,Transfer,Food
T9413,C10649,2025-10-26,451.63,Payment,Entertainment
T9414,C10753,2025-08-24,800.96,Payment,Travel
T9415,C10966,2026-08-23,1422.97,Payment,Utilities
T9416,C10212,2025-04-07,1341.55,Transfer,Entertainment
T9417,C10180,2026-04-23,14444.55,Purchase,Utilities
T9418,C10765,2026-05-06,114.52,Payment,Retail
T9419,C10612,2025-10-23,3328.36,Payment,Food
T9420,C10862,2026-02-10,3161.24,Payment,Food
T9421,C10598,2026-03-23,439.09,Purchase,Entertainment
T9422,C10696,2025-10-02,683.81,Transfer,Travel
T9423,C10602,2025-01-20,6384.15,Transfer,Utilities
T9424,C10247,2026-08-08,588.65,Purchase,Healthcare
T9425,C10213,2026-03-03,598.51,Purchase,Entertainment
T9426,C10358,2025-12-27,1236.37,Withdrawal,Travel
T9427,C10248,2025-11-06,1830.5,Payment,Entertainment
T9428,C10637,2026-08-17,2973.69,Purchase,Retail
T9429,C10922,2025-12-22,3104.73,Purchase,Healthcare
T9430,C10949,2025-01-27,2396.71,Withdrawal,Retail
T9431,C10880,2025-02-16,162.71,Purchase,Retail
T9432,C10515,2026-04-01,1052.22,Payment,Food
T9433,C10087,2025-04-22,2132.11,Withdrawal,Entertainment
T9434,C10662,2026-01-10,2174.93,Withdrawal,Retail
T9435,C10175,2025-11-11,539.17,Transfer,Entertainment
T9436,C10722,2025-05-06,394.38,Payment,Utilities
T9437,C10425,2025-01-07,368.13,Withdrawal,Utilities
T9438,C10770,2026-07-16,1746.78,Payment,Food
T9439,C10602,2025-12-26,3002.67,Payment,Retail
T9440,C10770,2026-08-01,1263.79,Purchase,Food
T9441,C10923,2025-12-28,376.18,Withdrawal,Food
T9442,C10702,2025-09-21,1312.39,Withdrawal,Retail
T9443,C10080,2025-10-02,423.31,Withdrawal,Travel
T9444,C10926,2026-01-31,524.8,Payment,Utilities
T9445,C10137,2025-11-09,758.53,Transfer,Healthcare
T9446,C10432,2026-05-07,493.48,Transfer,Healthcare
T9447,C10469,2026-02-08,354.17,Withdrawal,Food
T9448,C10349,2026-01-12,5163.51,Transfer,Travel
T9449,C10125,2026-06-25,166.03,Payment,Entertainment
T9450,C10880,2025-11-16,606.93,Withdrawal,Entertainment
T9451,C10916,2025-08-13,883.79,Transfer,Entertainment
T9452,C10867,2026-04-01,3744.2,Purchase,Retail
T9453,C10308,2025-10-16,1472.43,Payment,Food
T9454,C10854,2025-10-08,827.54,Payment,Retail
T9455,C10229,2026-02-21,522.6,Transfer,Utilities
T9456,C10459,2026-04-29,3453.94,Withdrawal,Food
T9457,C10344,2026-06-22,489.5,Withdrawal,Utilities
T9458,C10309,2025-11-09,1354.45,Payment,Healthcare
T9459,C10952,2026-09-01,925.75,Transfer,Entertainment
T9460,C10019,2026-08-31,1772.34,Payment,Food
T9461,C10880,2025-02-26,5276.97,Payment,Travel
T9462,C10560,2025-05-03,2220.52,Withdrawal,Travel
T9463,C10646,2025-10-17,963.99,Purchase,Food
T9464,C10540,2026-08-21,5858.84,Withdrawal,Food
T9465,C10559,2025-11-06,5323.12,Payment,Entertainment
T9466,C10476,2026-07-17,3427.28,Payment,Food
T9467,C10268,2025-08-16,1453.94,Payment,Travel
T9468,C10002,2025-01-06,507.19,Withdrawal,Retail
T9469,C10769,2026-03-19,102.92,Purchase,Entertainment
T9470,C10015,2025-11-06,1354.84,Transfer,Entertainment
T9471,C10605,2025-01-02,2377.95,Payment,Utilities
T9472,C10357,2026-08-26,287.98,Payment,Healthcare
T9473,C10645,2026-01-10,1661.51,Transfer,Travel
T9474,C10812,2025-09-03,702.44,Withdrawal,Travel
T9475,C10838,2026-04-17,1826.67,Purchase,Entertainment
T9476,C10132,2026-08-14,591.97,Purchase,Retail
T9477,C10311,2025-10-31,530.57,Transfer,Food
T9478,C10966,2025-02-27,1031.65,Payment,Healthcare
T9479,C10481,2025-08-13,338.19,Withdrawal,Utilities
T9480,C10894,2026-03-02,2868.56,Withdrawal,Travel
T9481,C10543,2025-07-21,1119.06,Transfer,Healthcare
T9482,C10304,2026-06-02,349.12,Purchase,Healthcare
T9483,C10268,2025-01-30,592.54,Withdrawal,Food
T9484,C10413,2025-05-31,1978.76,Withdrawal,Food
T9485,C10024,2026-07-02,811.24,Transfer,Retail
T9486,C10980,2025-04-20,2230.36,Payment,Utilities
T9487,C10315,2025-05-01,405.4,Purchase,Utilities
T9488,C10570,2025-08-29,829.05,Transfer,Retail
T9489,C10724,2026-08-25,1020.24,Purchase,Healthcare
T9490,C10667,2025-01-30,10167.04,Purchase,Entertainment
T9491,C10825,2026-04-11,529.56,Transfer,Retail
T9492,C10275,2026-04-10,2051.93,Payment,Utilities
T9493,C10929,2025-08-25,1757.18,Payment,Travel
T9494,C10388,2026-01-06,6296.82,Withdrawal,Retail
T9495,C10721,2025-05-29,4270.88,Transfer,Entertainment
T9496,C10443,2026-01-09,690.52,Withdrawal,Entertainment
T9497,C10998,2026-08-23,384.02,Transfer,Food
T9498,C10426,2026-05-31,266.2,Transfer,Retail
T9499,C10056,2026-03-09,1388.49,Purchase,Healthcare
T9500,C10696,2025-09-09,3022.4,Transfer,Retail
T9501,C10970,2026-04-18,3442.02,Purchase,Utilities
T9502,C10565,2026-07-17,844.64,Withdrawal,Entertainment
T9503,C10720,2026-06-20,1146.39,Payment,Healthcare
T9504,C10367,2025-02-15,4564.44,Withdrawal,Entertainment
T9505,C10940,2026-06-23,511.22,Withdrawal,Food
T9506,C10341,2026-08-30,92.27,Payment,Travel
T9507,C10804,2026-03-11,3474.47,Withdrawal,Utilities
T9508,C10851,2025-10-03,343.65,Purchase,Travel
T9509,C10303,2026-05-23,820.09,Purchase,Retail
T9510,C10763,2025-04-05,1731.24,Transfer,Utilities
T9511,C10373,2025-05-26,690.78,Payment,Travel
T9512,C10949,2026-02-06,3230.33,Withdrawal,Entertainment
T9513,C10815,2026-05-19,15856.38,Transfer,Travel
T9514,C10111,2026-02-19,489.29,Purchase,Entertainment
T9515,C10877,2025-10-03,1253.75,Purchase,Utilities
T9516,C10005,2025-11-22,1102.12,Transfer,Healthcare
T9517,C10929,2025-09-13,1499.38,Transfer,Healthcare
T9518,C10702,2026-07-11,599.8,Withdrawal,Utilities
T9519,C10845,2026-05-28,572.39,Withdrawal,Healthcare
T9520,C10943,2025-05-27,586.1,Purchase,Utilities
T9521,C10278,2025-10-22,691.27,Transfer,Entertainment
T9522,C10381,2026-01-10,702.29,Withdrawal,Utilities
T9523,C10851,2025-02-25,89.55,Purchase,Healthcare
T9524,C10012,2025-08-14,1198.25,Purchase,Travel
T9525,C10302,2026-06-03,811.44,Transfer,Food
T9526,C10555,2025-01-20,534.62,Purchase,Utilities
T9527,C10616,2025-06-08,1203.56,Withdrawal,Entertainment
T9528,C10159,2026-04-15,1090.62,Payment,Food
T9529,C10153,2026-08-14,736.81,Payment,Travel
T9530,C10753,2026-01-01,1106.3,Transfer,Travel
T9531,C10180,2025-01-01,612.84,Transfer,Food
T9532,C10525,2025-08-17,340.7,Transfer,Utilities
T9533,C10179,2025-10-10,7793.8,Payment,Retail
T9534,C10376,2025-04-29,667.85,Withdrawal,Travel
T9535,C10803,2025-08-15,1430.16,Withdrawal,Utilities
T9536,C10775,2025-01-24,14712.61,Purchase,Retail
T9537,C10167,2025-11-04,725.1,Purchase,Retail
T9538,C10213,2025-11-03,1737.49,Purchase,Travel
T9539,C10149,2026-07-23,11233.9,Transfer,Healthcare
T9540,C10015,2026-05-09,210.62,Payment,Travel
T9541,C10090,2026-05-23,4162.3,Transfer,Food
T9542,C10119,2025-11-07,1369.39,Payment,Entertainment
T9543,C10955,2025-03-30,661.71,Transfer,Travel
T9544,C10252,2025-10-02,1151.11,Withdrawal,Food
T9545,C10059,2026-04-25,763.69,Purchase,Healthcare
T9546,C10265,2026-04-02,5304.19,Payment,Travel
T9547,C10408,2026-08-09,1079.22,Transfer,Retail
T9548,C10030,2025-12-21,2203.54,Purchase,Travel
T9549,C10020,2025-09-19,646.19,Withdrawal,Healthcare
T9550,C10730,2025-06-25,1469.05,Purchase,Healthcare
T9551,C10592,2026-02-08,747.84,Transfer,Travel
T9552,C10288,2025-08-18,265.09,Withdrawal,Food
T9553,C10542,2026-08-11,4057.85,Transfer,Travel
T9554,C10497,2025-11-19,1553.28,Payment,Retail
T9555,C10745,2025-10-04,2371.37,Transfer,Retail
T9556,C10473,2025-10-02,529.31,Withdrawal,Utilities
T9557,C10404,2025-08-05,3585.72,Transfer,Healthcare
T9558,C10547,2025-07-09,1750.81,Transfer,Retail
T9559,C10960,2025-01-18,1274.4,Transfer,Travel
T9560,C10131,2026-02-18,3069.5,Transfer,Travel
T9561,C10323,2025-07-03,788.99,Withdrawal,Food
T9562,C10857,2025-08-31,4002.73,Payment,Entertainment
T9563,C10131,2026-03-02,565.52,Payment,Retail
T9564,C10520,2025-02-22,1133.74,Purchase,Travel
T9565,C10029,2025-08-14,429.88,Payment,Food
T9566,C10626,2026-08-21,347.85,Payment,Travel
T9567,C10300,2026-07-16,688.31,Purchase,Retail
T9568,C10003,2025-11-15,933.66,Withdrawal,Travel
T9569,C10324,2026-01-04,1904.12,Withdrawal,Utilities
T9570,C10508,2025-09-05,576.49,Payment,Healthcare
T9571,C10236,2026-07-22,1972.21,Withdrawal,Utilities
T9572,C10534,2025-06-26,796.36,Transfer,Healthcare
T9573,C10015,2026-04-21,669.1,Purchase,Travel
T9574,C10533,2025-01-13,2057.9,Payment,Travel
T9575,C10996,2025-12-27,636.23,Payment,Healthcare
T9576,C10583,2025-10-16,6803.58,Purchase,Entertainment
T9577,C10815,2026-03-07,1689.74,Withdrawal,Utilities
T9578,C10445,2026-07-30,279.33,Transfer,Retail
T9579,C10992,2025-12-05,973.41,Purchase,Healthcare
T9580,C10502,2025-02-03,574.09,Withdrawal,Healthcare
T9581,C10955,2025-11-20,212.45,Payment,Food
T9582,C10229,2026-07-05,3158.59,Payment,Travel
T9583,C10106,2026-04-01,3232.15,Withdrawal,Travel
T9584,C10719,2025-08-13,531.25,Withdrawal,Healthcare
T9585,C10388,2025-05-13,2231.93,Transfer,Travel
T9586,C10719,2026-04-25,2635.87,Purchase,Healthcare
T9587,C10262,2026-07-06,1082.85,Purchase,Entertainment
T9588,C10562,2025-08-09,2842.05,Payment,Food
T9589,C10064,2026-02-05,1472.2,Transfer,Travel
T9590,C10264,2026-08-29,3447.64,Transfer,Healthcare
T9591,C10337,2025-03-01,339.52,Withdrawal,Retail
T9592,C10300,2025-05-12,1271.52,Purchase,Healthcare
T9593,C10377,2026-01-28,1341.48,Purchase,Utilities
T9594,C10174,2026-08-04,344.99,Withdrawal,Healthcare
T9595,C10962,2025-01-14,379.61,Withdrawal,Utilities
T9596,C10151,2026-03-11,224.97,Transfer,Healthcare
T9597,C10475,2026-04-19,1147.34,Purchase,Travel
T9598,C10265,2025-05-31,706.03,Purchase,Utilities
T9599,C10328,2026-04-15,301.64,Purchase,Entertainment
T9600,C10972,2026-02-15,3704.33,Purchase,Travel
T9601,C10815,2025-12-11,1636.48,Withdrawal,Retail
T9602,C10162,2025-07-15,531.37,Transfer,Healthcare
T9603,C10437,2026-06-28,1343.78,Withdrawal,Utilities
T9604,C10342,2025-03-14,864.38,Payment,Food
T9605,C10366,2025-07-13,229.89,Payment,Travel
T9606,C10464,2026-07-16,1442.11,Purchase,Travel
T9607,C10749,2026-07-23,5652.53,Transfer,Food
T9608,C10198,2025-07-11,4500.79,Transfer,Healthcare
T9609,C10499,2026-03-06,1216.07,Payment,Retail
T9610,C10015,2026-05-16,709.11,Payment,Food
T9611,C10820,2025-08-05,1925.35,Withdrawal,Travel
T9612,C10295,2026-04-30,1431.59,Purchase,Retail
T9613,C10867,2026-08-24,954.69,Purchase,Entertainment
T9614,C10510,2025-12-26,7045.36,Withdrawal,Retail
T9615,C10787,2025-11-05,737.96,Transfer,Retail
T9616,C10983,2026-02-25,2855.83,Transfer,Utilities
T9617,C10238,2026-08-04,1266.31,Withdrawal,Travel
T9618,C10580,2026-02-15,1272.43,Transfer,Travel
T9619,C10300,2026-06-01,210.41,Purchase,Retail
T9620,C10005,2025-08-31,3299.14,Purchase,Utilities
T9621,C10219,2025-06-21,2531.98,Transfer,Travel
T9622,C10765,2026-04-05,1323.48,Payment,Travel
T9623,C10452,2025-12-31,3086.52,Transfer,Travel
T9624,C10432,2025-03-19,1661.62,Payment,Entertainment
T9625,C10806,2026-07-23,299.64,Transfer,Utilities
T9626,C10869,2026-05-05,415.47,Transfer,Food
T9627,C10385,2026-06-16,1032.14,Payment,Travel
T9628,C10618,2026-06-10,202.06,Transfer,Retail
T9629,C10294,2025-07-25,3369.21,Withdrawal,Retail
T9630,C10117,2025-10-18,883.99,Purchase,Healthcare
T9631,C10404,2026-05-19,1257.56,Transfer,Food
T9632,C10679,2026-07-08,410.97,Purchase,Travel
T9633,C10996,2026-03-04,2093.3,Transfer,Travel
T9634,C10762,2026-04-16,950.78,Payment,Food
T9635,C10593,2026-05-28,791.49,Payment,Entertainment
T9636,C10565,2025-11-20,4496.04,Purchase,Retail
T9637,C10751,2025-09-12,4062.01,Payment,Entertainment
T9638,C10877,2026-08-13,2320.92,Payment,Food
T9639,C10011,2025-02-20,1351.61,Transfer,Entertainment
T9640,C10208,2025-04-10,654.53,Purchase,Food
T9641,C10164,2026-04-09,821.53,Purchase,Entertainment
T9642,C10877,2026-05-14,784.66,Purchase,Travel
T9643,C10293,2025-08-25,1623.23,Transfer,Food
T9644,C10910,2026-04-17,1062.39,Withdrawal,Utilities
T9645,C10518,2026-02-02,1089.2,Payment,Travel
T9646,C10077,2025-06-06,5119.89,Transfer,Healthcare
T9647,C10433,2025-10-25,3441.71,Withdrawal,Entertainment
T9648,C10576,2025-01-14,502.1,Transfer,Entertainment
T9649,C10613,2025-04-26,1475.83,Transfer,Travel
T9650,C10962,2025-05-19,504.85,Purchase,Healthcare
T9651,C10868,2025-03-16,2003.61,Purchase,Retail
T9652,C10811,2025-12-26,7549.28,Transfer,Travel
T9653,C10798,2025-01-24,768.12,Purchase,Food
T9654,C10682,2026-02-10,2417.76,Transfer,Travel
T9655,C10076,2026-07-21,5505.81,Withdrawal,Utilities
T9656,C10047,2025-11-22,956.97,Withdrawal,Healthcare
T9657,C10766,2025-11-30,1797.77,Payment,Travel
T9658,C10081,2025-11-25,6092.61,Purchase,Food
T9659,C10894,2025-10-27,430.07,Purchase,Healthcare
T9660,C10720,2025-03-30,388.9,Purchase,Utilities
T9661,C10208,2025-01-15,316.0,Transfer,Healthcare
T9662,C10444,2025-10-28,2333.1,Transfer,Utilities
T9663,C10970,2025-11-14,398.16,Payment,Utilities
T9664,C10595,2025-06-27,1919.55,Payment,Retail
T9665,C10521,2026-04-07,4271.05,Payment,Retail
T9666,C10028,2025-09-26,565.73,Transfer,Travel
T9667,C10303,2025-04-15,511.79,Payment,Travel
T9668,C10993,2026-06-01,2142.91,Purchase,Entertainment
T9669,C10464,2025-12-05,1150.4,Withdrawal,Travel
T9670,C10501,2026-01-27,103.24,Payment,Entertainment
T9671,C10445,2025-05-21,5073.96,Transfer,Entertainment
T9672,C10627,2025-06-18,1904.54,Purchase,Retail
T9673,C10489,2025-01-17,749.67,Transfer,Retail
T9674,C10780,2026-06-28,719.91,Withdrawal,Entertainment
T9675,C10427,2025-01-05,2208.95,Transfer,Entertainment
T9676,C10558,2025-05-17,1048.51,Transfer,Healthcare
T9677,C10358,2025-06-11,1161.25,Withdrawal,Food
T9678,C10959,2026-04-08,1275.01,Purchase,Healthcare
T9679,C10090,2026-03-14,483.45,Withdrawal,Entertainment
T9680,C10052,2026-01-17,764.52,Withdrawal,Healthcare
T9681,C10729,2026-01-17,908.39,Withdrawal,Utilities
T9682,C10859,2026-04-27,512.53,Payment,Entertainment
T9683,C10588,2025-12-21,1443.35,Withdrawal,Retail
T9684,C10203,2025-09-02,1779.93,Purchase,Utilities
T9685,C10555,2026-04-21,5922.39,Withdrawal,Travel
T9686,C10155,2026-04-10,512.36,Withdrawal,Food
T9687,C10001,2025-07-09,2671.66,Transfer,Travel
T9688,C10356,2026-05-09,4559.33,Transfer,Food
T9689,C10824,2026-06-07,2834.41,Payment,Utilities
T9690,C10568,2026-06-19,666.43,Transfer,Travel
T9691,C10801,2025-10-09,804.91,Withdrawal,Retail
T9692,C10982,2026-03-06,5003.69,Transfer,Food
T9693,C10057,2026-08-04,910.06,Payment,Healthcare
T9694,C10253,2025-09-10,1064.09,Purchase,Healthcare
T9695,C10179,2026-07-17,674.04,Withdrawal,Food
T9696,C10492,2025-02-12,2377.53,Purchase,Utilities
T9697,C10668,2026-04-27,93.61,Purchase,Entertainment
T9698,C10034,2025-05-21,487.84,Transfer,Food
T9699,C10074,2026-05-26,411.62,Transfer,Healthcare
T9700,C10943,2026-06-21,5368.93,Withdrawal,Utilities
T9701,C10288,2025-09-27,1383.28,Payment,Healthcare
T9702,C10370,2025-12-27,896.27,Withdrawal,Food
T9703,C10586,2025-10-22,894.25,Transfer,Utilities
T9704,C10328,2026-04-20,275.46,Purchase,Food
T9705,C10589,2026-04-17,4256.47,Payment,Retail
T9706,C10766,2025-06-10,771.73,Withdrawal,Food
T9707,C10776,2025-02-14,1984.49,Purchase,Retail
T9708,C10998,2025-07-26,568.78,Withdrawal,Entertainment
T9709,C10303,2025-04-18,1032.81,Transfer,Retail
T9710,C10578,2026-05-19,437.52,Withdrawal,Healthcare
T9711,C10220,2026-03-18,855.73,Withdrawal,Travel
T9712,C10978,2025-03-06,3105.04,Purchase,Food
T9713,C10163,2025-09-24,1219.04,Withdrawal,Utilities
T9714,C10479,2026-02-03,1594.2,Purchase,Entertainment
T9715,C10454,2025-08-12,1167.54,Transfer,Travel
T9716,C10374,2025-10-16,5603.56,Withdrawal,Retail
T9717,C10219,2025-10-12,484.67,Withdrawal,Retail
T9718,C10683,2025-07-05,955.18,Withdrawal,Utilities
T9719,C10253,2025-08-14,1323.33,Withdrawal,Food
T9720,C10721,2025-07-19,405.06,Purchase,Food
T9721,C10187,2026-05-19,1244.47,Transfer,Healthcare
T9722,C10190,2025-01-11,1129.63,Transfer,Retail
T9723,C10388,2026-05-13,1228.95,Withdrawal,Entertainment
T9724,C10214,2025-10-04,1234.34,Purchase,Utilities
T9725,C10374,2025-01-03,560.26,Payment,Travel
T9726,C10085,2026-07-28,216.03,Transfer,Food
T9727,C10473,2025-01-05,1316.96,Purchase,Retail
T9728,C10617,2026-06-05,448.82,Payment,Travel
T9729,C10843,2026-07-24,999.8,Withdrawal,Food
T9730,C10807,2025-10-07,518.82,Transfer,Food
T9731,C10530,2026-02-27,249.45,Withdrawal,Utilities
T9732,C10046,2025-08-26,1572.83,Purchase,Entertainment
T9733,C10064,2025-11-13,2209.12,Payment,Entertainment
T9734,C10962,2025-05-07,3305.32,Withdrawal,Entertainment
T9735,C10474,2025-10-31,701.31,Withdrawal,Retail
T9736,C10145,2025-06-27,1141.03,Transfer,Utilities
T9737,C10945,2026-05-05,1541.68,Payment,Healthcare
T9738,C10797,2026-03-13,3044.9,Withdrawal,Food
T9739,C10381,2025-02-07,190.55,Payment,Healthcare
T9740,C10065,2026-04-28,252.47,Purchase,Entertainment
T9741,C10516,2025-11-11,4395.28,Purchase,Retail
T9742,C10092,2026-04-29,203.35,Transfer,Food
T9743,C10864,2025-04-07,2744.54,Transfer,Food
T9744,C10425,2025-01-17,4150.61,Transfer,Utilities
T9745,C10467,2026-03-23,2448.92,Payment,Retail
T9746,C10093,2025-10-06,402.13,Withdrawal,Food
T9747,C10617,2026-03-28,449.53,Withdrawal,Healthcare
T9748,C10132,2026-08-29,1035.27,Transfer,Food
T9749,C10433,2025-01-29,6320.16,Transfer,Travel
T9750,C10340,2026-06-30,6269.07,Purchase,Utilities
T9751,C10313,2025-01-10,1478.72,Withdrawal,Utilities
T9752,C10590,2025-04-11,222.65,Purchase,Retail
T9753,C10211,2025-03-28,1289.89,Withdrawal,Utilities
T9754,C10519,2026-04-15,890.92,Payment,Utilities
T9755,C10158,2025-10-28,1121.86,Payment,Healthcare
T9756,C10267,2025-07-25,209.26,Purchase,Utilities
T9757,C10660,2026-08-24,1399.45,Transfer,Travel
T9758,C10861,2025-03-23,243.88,Purchase,Retail
T9759,C10957,2025-07-31,87.36,Transfer,Food
T9760,C10602,2025-04-29,1372.52,Purchase,Utilities
T9761,C10747,2025-05-16,7469.83,Payment,Travel
T9762,C10473,2026-01-12,475.5,Payment,Utilities
T9763,C10800,2026-03-04,683.49,Payment,Entertainment
T9764,C10409,2025-11-10,2685.84,Purchase,Retail
T9765,C10473,2026-02-08,3507.42,Purchase,Food
T9766,C10355,2025-08-31,1218.68,Withdrawal,Entertainment
T9767,C10679,2025-12-11,540.01,Transfer,Entertainment
T9768,C10192,2026-02-28,4130.35,Payment,Travel
T9769,C10698,2025-01-16,320.45,Withdrawal,Healthcare
T9770,C10270,2026-05-31,651.21,Withdrawal,Healthcare
T9771,C10113,2025-09-23,1974.91,Purchase,Healthcare
T9772,C10896,2026-07-14,228.45,Purchase,Utilities
T9773,C10522,2025-01-20,1617.01,Withdrawal,Food
T9774,C10054,2025-01-11,3424.19,Withdrawal,Healthcare
T9775,C10769,2025-01-20,5863.72,Purchase,Utilities
T9776,C10064,2025-10-06,742.43,Payment,Food
T9777,C10990,2025-11-29,706.17,Transfer,Food
T9778,C10683,2026-07-01,2241.63,Withdrawal,Retail
T9779,C10271,2026-02-05,591.22,Purchase,Food
T9780,C10501,2025-02-07,805.34,Purchase,Healthcare
T9781,C10661,2025-03-24,1513.38,Transfer,Retail
T9782,C10361,2025-02-01,1591.29,Payment,Travel
T9783,C10145,2025-02-23,162.86,Payment,Healthcare
T9784,C10942,2026-06-21,341.58,Payment,Travel
T9785,C10208,2025-02-14,175.39,Payment,Healthcare
T9786,C10285,2025-10-21,206.9,Purchase,Entertainment
T9787,C10009,2025-05-05,358.27,Withdrawal,Travel
T9788,C10738,2026-07-02,878.08,Transfer,Travel
T9789,C10185,2025-12-10,967.32,Purchase,Healthcare
T9790,C10573,2026-02-27,127.52,Payment,Utilities
T9791,C10596,2025-06-16,431.31,Transfer,Healthcare
T9792,C10463,2025-09-26,240.28,Transfer,Retail
T9793,C10133,2025-07-13,897.64,Payment,Healthcare
T9794,C10834,2025-05-04,568.92,Transfer,Retail
T9795,C10808,2025-09-28,3860.43,Withdrawal,Utilities
T9796,C10170,2025-02-27,953.88,Withdrawal,Healthcare
T9797,C10212,2025-02-28,597.65,Payment,Retail
T9798,C10972,2026-03-26,843.63,Withdrawal,Travel
T9799,C10529,2025-08-05,576.14,Purchase,Travel
T9800,C10825,2026-08-04,4194.13,Transfer,Retail
T9801,C10501,2026-04-27,784.27,Transfer,Travel
T9802,C10571,2025-09-01,1730.3,Purchase,Healthcare
T9803,C10599,2025-04-13,2415.51,Payment,Travel
T9804,C10026,2026-06-01,566.24,Purchase,Entertainment
T9805,C10067,2025-09-21,180.61,Transfer,Healthcare
T9806,C10789,2025-08-29,678.1,Transfer,Entertainment
T9807,C10407,2025-08-17,2074.14,Transfer,Entertainment
T9808,C10551,2026-03-28,201.24,Withdrawal,Retail
T9809,C10108,2026-03-31,1412.06,Payment,Healthcare
T9810,C10073,2026-06-28,2539.52,Payment,Entertainment
T9811,C10577,2026-01-09,4409.93,Payment,Travel
T9812,C10679,2025-01-24,2159.91,Transfer,Healthcare
T9813,C10261,2025-11-02,1469.54,Payment,Food
T9814,C10367,2026-01-09,1320.91,Purchase,Food
T9815,C10785,2025-07-06,327.7,Payment,Healthcare
T9816,C10848,2025-04-22,425.58,Withdrawal,Healthcare
T9817,C10869,2026-05-08,193.98,Transfer,Food
T9818,C10236,2025-10-21,1178.44,Withdrawal,Entertainment
T9819,C10726,2026-02-26,1703.98,Purchase,Food
T9820,C10365,2025-05-29,1233.62,Purchase,Utilities
T9821,C10285,2025-05-31,1456.33,Transfer,Retail
T9822,C10377,2025-06-23,2344.12,Transfer,Entertainment
T9823,C10660,2025-07-16,290.87,Transfer,Retail
T9824,C10829,2025-09-12,1167.76,Withdrawal,Entertainment
T9825,C10905,2026-02-18,1403.19,Purchase,Travel
T9826,C10375,2025-06-17,686.14,Purchase,Healthcare
T9827,C10618,2025-03-23,130.88,Transfer,Retail
T9828,C10652,2025-03-11,393.78,Purchase,Food
T9829,C10075,2026-03-02,659.67,Transfer,Healthcare
T9830,C10008,2026-02-06,1273.59,Payment,Entertainment
T9831,C10195,2026-06-09,1133.94,Purchase,Utilities
T9832,C10806,2025-07-31,7504.96,Payment,Utilities
T9833,C10791,2025-04-12,2817.69,Withdrawal,Travel
T9834,C10892,2026-08-12,1071.68,Withdrawal,Travel
T9835,C10629,2025-12-04,1237.91,Withdrawal,Travel
T9836,C10289,2025-11-29,3907.59,Transfer,Entertainment
T9837,C10998,2025-07-24,4060.58,Purchase,Healthcare
T9838,C10060,2026-05-02,1531.64,Purchase,Healthcare
T9839,C10936,2025-08-17,6206.25,Transfer,Food
T9840,C10388,2025-07-08,446.75,Transfer,Utilities
T9841,C10846,2025-04-09,1065.45,Payment,Retail
T9842,C10817,2026-02-15,26010.1,Transfer,Healthcare
T9843,C10899,2026-04-05,2231.17,Purchase,Food
T9844,C10562,2025-07-13,952.45,Purchase,Utilities
T9845,C10563,2026-07-09,1216.75,Payment,Food
T9846,C10633,2025-01-20,1312.44,Purchase,Retail
T9847,C10678,2025-11-07,5825.14,Payment,Food
T9848,C10007,2026-07-12,2450.87,Transfer,Food
T9849,C10368,2025-03-20,1013.62,Withdrawal,Travel
T9850,C10044,2025-06-19,205.2,Withdrawal,Retail
T9851,C10343,2025-09-03,530.23,Withdrawal,Healthcare
T9852,C10756,2026-04-17,1164.52,Purchase,Retail
T9853,C10795,2025-04-09,963.33,Transfer,Travel
T9854,C10374,2025-11-18,3280.86,Withdrawal,Entertainment
T9855,C10618,2025-05-21,870.13,Withdrawal,Utilities
T9856,C10026,2025-04-19,2536.83,Payment,Retail
T9857,C10192,2025-11-09,251.62,Withdrawal,Utilities
T9858,C10929,2025-05-01,649.05,Transfer,Food
T9859,C10848,2025-04-09,2196.63,Purchase,Healthcare
T9860,C10356,2026-08-01,8667.07,Withdrawal,Healthcare
T9861,C10061,2026-05-09,951.45,Purchase,Utilities
T9862,C10061,2025-05-24,2511.89,Withdrawal,Entertainment
T9863,C10421,2025-04-20,4171.98,Transfer,Entertainment
T9864,C10793,2026-04-29,2844.67,Withdrawal,Retail
T9865,C10632,2025-05-10,2317.57,Withdrawal,Retail
T9866,C10791,2026-02-04,769.73,Purchase,Utilities
